productId,partNumber,brand,name,description,status,imageUrl,catalogUrl,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,usp,maxPressure,maxTemperature
YMC-YMC-Triart-C18-30x1.0-1.9um,YMC-Triart-C18-30x1.0-1.9um,YMC,YMC-Triart C18 30x1.0mm 1.9µm,YMC-Triart C18 30x1.0mm 1.9µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 120Å; Dimensions: 30 x 1.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-30x1.0-1.9um,1.9,120,30,1.0,C18,1,12,1-12,L1,600 bar,80°C
YMC-YMC-Triart-C18-100x2.1-1.9um,YMC-Triart-C18-100x2.1-1.9um,YMC,YMC-Triart C18 100x2.1mm 1.9µm,YMC-Triart C18 100x2.1mm 1.9µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 120Å; Dimensions: 100 x 2.1 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-100x2.1-1.9um,1.9,120,100,2.1,C18,1,12,1-12,L1,600 bar,80°C
YMC-YMC-Triart-C18-100x3.0-1.9um,YMC-Triart-C18-100x3.0-1.9um,YMC,YMC-Triart C18 100x3.0mm 1.9µm,YMC-Triart C18 100x3.0mm 1.9µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 120Å; Dimensions: 100 x 3.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-100x3.0-1.9um,1.9,120,100,3.0,C18,1,12,1-12,L1,600 bar,80°C
YMC-YMC-Triart-C18-100x4.6-1.9um,YMC-Triart-C18-100x4.6-1.9um,YMC,YMC-Triart C18 100x4.6mm 1.9µm,YMC-Triart C18 100x4.6mm 1.9µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 120Å; Dimensions: 100 x 4.6 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-100x4.6-1.9um,1.9,120,100,4.6,C18,1,12,1-12,L1,600 bar,80°C
YMC-YMC-Triart-C18-150x2.1-1.9um,YMC-Triart-C18-150x2.1-1.9um,YMC,YMC-Triart C18 150x2.1mm 1.9µm,YMC-Triart C18 150x2.1mm 1.9µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 120Å; Dimensions: 150 x 2.1 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-150x2.1-1.9um,1.9,120,150,2.1,C18,1,12,1-12,L1,600 bar,80°C
YMC-YMC-Triart-C18-150x3.0-1.9um,YMC-Triart-C18-150x3.0-1.9um,YMC,YMC-Triart C18 150x3.0mm 1.9µm,YMC-Triart C18 150x3.0mm 1.9µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 120Å; Dimensions: 150 x 3.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-150x3.0-1.9um,1.9,120,150,3.0,C18,1,12,1-12,L1,600 bar,80°C
YMC-YMC-Triart-C18-150x4.6-1.9um,YMC-Triart-C18-150x4.6-1.9um,YMC,YMC-Triart C18 150x4.6mm 1.9µm,YMC-Triart C18 150x4.6mm 1.9µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 120Å; Dimensions: 150 x 4.6 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-150x4.6-1.9um,1.9,120,150,4.6,C18,1,12,1-12,L1,600 bar,80°C
YMC-YMC-Triart-C18-250x3.0-1.9um,YMC-Triart-C18-250x3.0-1.9um,YMC,YMC-Triart C18 250x3.0mm 1.9µm,YMC-Triart C18 250x3.0mm 1.9µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 120Å; Dimensions: 250 x 3.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-250x3.0-1.9um,1.9,120,250,3.0,C18,1,12,1-12,L1,600 bar,80°C
YMC-YMC-Triart-C18-250x4.6-1.9um,YMC-Triart-C18-250x4.6-1.9um,YMC,YMC-Triart C18 250x4.6mm 1.9µm,YMC-Triart C18 250x4.6mm 1.9µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 1.9 µm; Pore Size: 120Å; Dimensions: 250 x 4.6 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-250x4.6-1.9um,1.9,120,250,4.6,C18,1,12,1-12,L1,600 bar,80°C
YMC-YMC-Triart-C18-30x1.0-3um,YMC-Triart-C18-30x1.0-3um,YMC,YMC-Triart C18 30x1.0mm 3µm,YMC-Triart C18 30x1.0mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 30 x 1.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-30x1.0-3um,3,120,30,1.0,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-30x2.1-3um,YMC-Triart-C18-30x2.1-3um,YMC,YMC-Triart C18 30x2.1mm 3µm,YMC-Triart C18 30x2.1mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 30 x 2.1 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-30x2.1-3um,3,120,30,2.1,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-30x3.0-3um,YMC-Triart-C18-30x3.0-3um,YMC,YMC-Triart C18 30x3.0mm 3µm,YMC-Triart C18 30x3.0mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 30 x 3.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-30x3.0-3um,3,120,30,3.0,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-30x4.6-3um,YMC-Triart-C18-30x4.6-3um,YMC,YMC-Triart C18 30x4.6mm 3µm,YMC-Triart C18 30x4.6mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 30 x 4.6 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-30x4.6-3um,3,120,30,4.6,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-50x1.0-3um,YMC-Triart-C18-50x1.0-3um,YMC,YMC-Triart C18 50x1.0mm 3µm,YMC-Triart C18 50x1.0mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 50 x 1.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-50x1.0-3um,3,120,50,1.0,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-50x2.1-3um,YMC-Triart-C18-50x2.1-3um,YMC,YMC-Triart C18 50x2.1mm 3µm,YMC-Triart C18 50x2.1mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 50 x 2.1 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-50x2.1-3um,3,120,50,2.1,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-50x3.0-3um,YMC-Triart-C18-50x3.0-3um,YMC,YMC-Triart C18 50x3.0mm 3µm,YMC-Triart C18 50x3.0mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 50 x 3.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-50x3.0-3um,3,120,50,3.0,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-50x4.6-3um,YMC-Triart-C18-50x4.6-3um,YMC,YMC-Triart C18 50x4.6mm 3µm,YMC-Triart C18 50x4.6mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 50 x 4.6 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-50x4.6-3um,3,120,50,4.6,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-75x2.1-3um,YMC-Triart-C18-75x2.1-3um,YMC,YMC-Triart C18 75x2.1mm 3µm,YMC-Triart C18 75x2.1mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 75 x 2.1 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-75x2.1-3um,3,120,75,2.1,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-75x3.0-3um,YMC-Triart-C18-75x3.0-3um,YMC,YMC-Triart C18 75x3.0mm 3µm,YMC-Triart C18 75x3.0mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 75 x 3.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-75x3.0-3um,3,120,75,3.0,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-75x4.6-3um,YMC-Triart-C18-75x4.6-3um,YMC,YMC-Triart C18 75x4.6mm 3µm,YMC-Triart C18 75x4.6mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 75 x 4.6 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-75x4.6-3um,3,120,75,4.6,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-100x2.1-3um,YMC-Triart-C18-100x2.1-3um,YMC,YMC-Triart C18 100x2.1mm 3µm,YMC-Triart C18 100x2.1mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 100 x 2.1 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-100x2.1-3um,3,120,100,2.1,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-100x3.0-3um,YMC-Triart-C18-100x3.0-3um,YMC,YMC-Triart C18 100x3.0mm 3µm,YMC-Triart C18 100x3.0mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 100 x 3.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-100x3.0-3um,3,120,100,3.0,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-100x4.6-3um,YMC-Triart-C18-100x4.6-3um,YMC,YMC-Triart C18 100x4.6mm 3µm,YMC-Triart C18 100x4.6mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 100 x 4.6 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-100x4.6-3um,3,120,100,4.6,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-150x2.1-3um,YMC-Triart-C18-150x2.1-3um,YMC,YMC-Triart C18 150x2.1mm 3µm,YMC-Triart C18 150x2.1mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 150 x 2.1 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-150x2.1-3um,3,120,150,2.1,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-150x3.0-3um,YMC-Triart-C18-150x3.0-3um,YMC,YMC-Triart C18 150x3.0mm 3µm,YMC-Triart C18 150x3.0mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 150 x 3.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-150x3.0-3um,3,120,150,3.0,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-150x4.6-3um,YMC-Triart-C18-150x4.6-3um,YMC,YMC-Triart C18 150x4.6mm 3µm,YMC-Triart C18 150x4.6mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 150 x 4.6 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-150x4.6-3um,3,120,150,4.6,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-250x3.0-3um,YMC-Triart-C18-250x3.0-3um,YMC,YMC-Triart C18 250x3.0mm 3µm,YMC-Triart C18 250x3.0mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 250 x 3.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-250x3.0-3um,3,120,250,3.0,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-250x4.6-3um,YMC-Triart-C18-250x4.6-3um,YMC,YMC-Triart C18 250x4.6mm 3µm,YMC-Triart C18 250x4.6mm 3µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 120Å; Dimensions: 250 x 4.6 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-250x4.6-3um,3,120,250,4.6,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-30x1.0-5um,YMC-Triart-C18-30x1.0-5um,YMC,YMC-Triart C18 30x1.0mm 5µm,YMC-Triart C18 30x1.0mm 5µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 120Å; Dimensions: 30 x 1.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-30x1.0-5um,5,120,30,1.0,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-30x2.1-5um,YMC-Triart-C18-30x2.1-5um,YMC,YMC-Triart C18 30x2.1mm 5µm,YMC-Triart C18 30x2.1mm 5µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 120Å; Dimensions: 30 x 2.1 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-30x2.1-5um,5,120,30,2.1,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-30x3.0-5um,YMC-Triart-C18-30x3.0-5um,YMC,YMC-Triart C18 30x3.0mm 5µm,YMC-Triart C18 30x3.0mm 5µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 120Å; Dimensions: 30 x 3.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-30x3.0-5um,5,120,30,3.0,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-30x4.6-5um,YMC-Triart-C18-30x4.6-5um,YMC,YMC-Triart C18 30x4.6mm 5µm,YMC-Triart C18 30x4.6mm 5µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 120Å; Dimensions: 30 x 4.6 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-30x4.6-5um,5,120,30,4.6,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-50x1.0-5um,YMC-Triart-C18-50x1.0-5um,YMC,YMC-Triart C18 50x1.0mm 5µm,YMC-Triart C18 50x1.0mm 5µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 120Å; Dimensions: 50 x 1.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-50x1.0-5um,5,120,50,1.0,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-50x2.1-5um,YMC-Triart-C18-50x2.1-5um,YMC,YMC-Triart C18 50x2.1mm 5µm,YMC-Triart C18 50x2.1mm 5µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 120Å; Dimensions: 50 x 2.1 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-50x2.1-5um,5,120,50,2.1,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-50x3.0-5um,YMC-Triart-C18-50x3.0-5um,YMC,YMC-Triart C18 50x3.0mm 5µm,YMC-Triart C18 50x3.0mm 5µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 120Å; Dimensions: 50 x 3.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-50x3.0-5um,5,120,50,3.0,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-50x4.6-5um,YMC-Triart-C18-50x4.6-5um,YMC,YMC-Triart C18 50x4.6mm 5µm,YMC-Triart C18 50x4.6mm 5µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 120Å; Dimensions: 50 x 4.6 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-50x4.6-5um,5,120,50,4.6,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-75x2.1-5um,YMC-Triart-C18-75x2.1-5um,YMC,YMC-Triart C18 75x2.1mm 5µm,YMC-Triart C18 75x2.1mm 5µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 120Å; Dimensions: 75 x 2.1 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-75x2.1-5um,5,120,75,2.1,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-75x3.0-5um,YMC-Triart-C18-75x3.0-5um,YMC,YMC-Triart C18 75x3.0mm 5µm,YMC-Triart C18 75x3.0mm 5µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 120Å; Dimensions: 75 x 3.0 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-75x3.0-5um,5,120,75,3.0,C18,1,12,1-12,L1,400 bar,80°C
YMC-YMC-Triart-C18-75x4.6-5um,YMC-Triart-C18-75x4.6-5um,YMC,YMC-Triart C18 75x4.6mm 5µm,YMC-Triart C18 75x4.6mm 5µm; Series: YMC-Triart; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 120Å; Dimensions: 75 x 4.6 mm; pH Range: 1-12,active,https://www.ymc.co.jp/en/products/images/ymc-triart-c18.jpg,https://www.ymc.co.jp/products/ymc-triart-c18-75x4.6-5um,5,120,75,4.6,C18,1,12,1-12,L1,400 bar,80°C
