productId,partNumber,brand,name,description,status,imageUrl,catalogUrl,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,usp,maxPressure,maxTemperature
WATE-DB-WAX-15m-0.25mm-0.25um,DB-WAX-15m-0.25mm-0.25um,Waters,DB-WAX GC Column 15m x 0.25mm x 0.25µm,"DB-WAX GC Column 15m x 0.25mm x 0.25µm; Series: DB-WAX; Specifications: Column Length: 15m, Inner Diameter: 0.25mm, Film Thickness: 0.25µm",active,https://www.waters.com/webassets/cms/library/images/products/gc-db-wax.jpg,https://www.waters.com/products/gc/db-wax-15m-0.25mm-0.25um,,,15000,0.25,DB-WAX,,,,,,320°C
WATE-DB-WAX-30m-0.25mm-0.25um,DB-WAX-30m-0.25mm-0.25um,Waters,DB-WAX GC Column 30m x 0.25mm x 0.25µm,"DB-WAX GC Column 30m x 0.25mm x 0.25µm; Series: DB-WAX; Specifications: Column Length: 30m, Inner Diameter: 0.25mm, Film Thickness: 0.25µm",active,https://www.waters.com/webassets/cms/library/images/products/gc-db-wax.jpg,https://www.waters.com/products/gc/db-wax-30m-0.25mm-0.25um,,,30000,0.25,DB-WAX,,,,,,320°C
WATE-DB-WAX-30m-0.32mm-0.25um,DB-WAX-30m-0.32mm-0.25um,Waters,DB-WAX GC Column 30m x 0.32mm x 0.25µm,"DB-WAX GC Column 30m x 0.32mm x 0.25µm; Series: DB-WAX; Specifications: Column Length: 30m, Inner Diameter: 0.32mm, Film Thickness: 0.25µm",active,https://www.waters.com/webassets/cms/library/images/products/gc-db-wax.jpg,https://www.waters.com/products/gc/db-wax-30m-0.32mm-0.25um,,,30000,0.32,DB-WAX,,,,,,320°C
WATE-DB-WAX-60m-0.25mm-0.25um,DB-WAX-60m-0.25mm-0.25um,Waters,DB-WAX GC Column 60m x 0.25mm x 0.25µm,"DB-WAX GC Column 60m x 0.25mm x 0.25µm; Series: DB-WAX; Specifications: Column Length: 60m, Inner Diameter: 0.25mm, Film Thickness: 0.25µm",active,https://www.waters.com/webassets/cms/library/images/products/gc-db-wax.jpg,https://www.waters.com/products/gc/db-wax-60m-0.25mm-0.25um,,,60000,0.25,DB-WAX,,,,,,320°C
WATE-DB-WAX-60m-0.32mm-0.5um,DB-WAX-60m-0.32mm-0.5um,Waters,DB-WAX GC Column 60m x 0.32mm x 0.5µm,"DB-WAX GC Column 60m x 0.32mm x 0.5µm; Series: DB-WAX; Specifications: Column Length: 60m, Inner Diameter: 0.32mm, Film Thickness: 0.5µm",active,https://www.waters.com/webassets/cms/library/images/products/gc-db-wax.jpg,https://www.waters.com/products/gc/db-wax-60m-0.32mm-0.5um,,,60000,0.32,DB-WAX,,,,,,320°C
WATE-DB-17-15m-0.25mm-0.25um,DB-17-15m-0.25mm-0.25um,Waters,DB-17 GC Column 15m x 0.25mm x 0.25µm,"DB-17 GC Column 15m x 0.25mm x 0.25µm; Series: DB-17; Specifications: Column Length: 15m, Inner Diameter: 0.25mm, Film Thickness: 0.25µm",active,https://www.waters.com/webassets/cms/library/images/products/gc-db-17.jpg,https://www.waters.com/products/gc/db-17-15m-0.25mm-0.25um,,,15000,0.25,DB-17,,,,,,320°C
WATE-DB-17-30m-0.25mm-0.25um,DB-17-30m-0.25mm-0.25um,Waters,DB-17 GC Column 30m x 0.25mm x 0.25µm,"DB-17 GC Column 30m x 0.25mm x 0.25µm; Series: DB-17; Specifications: Column Length: 30m, Inner Diameter: 0.25mm, Film Thickness: 0.25µm",active,https://www.waters.com/webassets/cms/library/images/products/gc-db-17.jpg,https://www.waters.com/products/gc/db-17-30m-0.25mm-0.25um,,,30000,0.25,DB-17,,,,,,320°C
WATE-DB-17-30m-0.32mm-0.25um,DB-17-30m-0.32mm-0.25um,Waters,DB-17 GC Column 30m x 0.32mm x 0.25µm,"DB-17 GC Column 30m x 0.32mm x 0.25µm; Series: DB-17; Specifications: Column Length: 30m, Inner Diameter: 0.32mm, Film Thickness: 0.25µm",active,https://www.waters.com/webassets/cms/library/images/products/gc-db-17.jpg,https://www.waters.com/products/gc/db-17-30m-0.32mm-0.25um,,,30000,0.32,DB-17,,,,,,320°C
WATE-DB-17-60m-0.25mm-0.25um,DB-17-60m-0.25mm-0.25um,Waters,DB-17 GC Column 60m x 0.25mm x 0.25µm,"DB-17 GC Column 60m x 0.25mm x 0.25µm; Series: DB-17; Specifications: Column Length: 60m, Inner Diameter: 0.25mm, Film Thickness: 0.25µm",active,https://www.waters.com/webassets/cms/library/images/products/gc-db-17.jpg,https://www.waters.com/products/gc/db-17-60m-0.25mm-0.25um,,,60000,0.25,DB-17,,,,,,320°C
WATE-DB-17-60m-0.32mm-0.5um,DB-17-60m-0.32mm-0.5um,Waters,DB-17 GC Column 60m x 0.32mm x 0.5µm,"DB-17 GC Column 60m x 0.32mm x 0.5µm; Series: DB-17; Specifications: Column Length: 60m, Inner Diameter: 0.32mm, Film Thickness: 0.5µm",active,https://www.waters.com/webassets/cms/library/images/products/gc-db-17.jpg,https://www.waters.com/products/gc/db-17-60m-0.32mm-0.5um,,,60000,0.32,DB-17,,,,,,320°C
