productId,partNumber,brand,name,description,status,imageUrl,catalogUrl,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,usp,maxPressure,maxTemperature
THER-Filter-PTFE-0.1um-4mm,Filter-PTFE-0.1um-4mm,Thermo Fisher Scientific,PTFE Syringe Filter 0.1µm 4mm,PTFE Syringe Filter 0.1µm 4mm; Membrane: PTFE; Pore Size: 0.1µm; Diameter: 4mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-0.1um-4mm,,0.1,,,,,,,,,
THER-Filter-PTFE-0.22um-13mm,Filter-PTFE-0.22um-13mm,Thermo Fisher Scientific,PTFE Syringe Filter 0.22µm 13mm,PTFE Syringe Filter 0.22µm 13mm; Membrane: PTFE; Pore Size: 0.22µm; Diameter: 13mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-0.22um-13mm,,0.22,,,,,,,,,
THER-Filter-PTFE-0.22um-15mm,Filter-PTFE-0.22um-15mm,Thermo Fisher Scientific,PTFE Syringe Filter 0.22µm 15mm,PTFE Syringe Filter 0.22µm 15mm; Membrane: PTFE; Pore Size: 0.22µm; Diameter: 15mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-0.22um-15mm,,0.22,,,,,,,,,
THER-Filter-PTFE-0.22um-25mm,Filter-PTFE-0.22um-25mm,Thermo Fisher Scientific,PTFE Syringe Filter 0.22µm 25mm,PTFE Syringe Filter 0.22µm 25mm; Membrane: PTFE; Pore Size: 0.22µm; Diameter: 25mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-0.22um-25mm,,0.22,,,,,,,,,
THER-Filter-PTFE-0.22um-33mm,Filter-PTFE-0.22um-33mm,Thermo Fisher Scientific,PTFE Syringe Filter 0.22µm 33mm,PTFE Syringe Filter 0.22µm 33mm; Membrane: PTFE; Pore Size: 0.22µm; Diameter: 33mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-0.22um-33mm,,0.22,,,,,,,,,
THER-Filter-PTFE-0.45um-4mm,Filter-PTFE-0.45um-4mm,Thermo Fisher Scientific,PTFE Syringe Filter 0.45µm 4mm,PTFE Syringe Filter 0.45µm 4mm; Membrane: PTFE; Pore Size: 0.45µm; Diameter: 4mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-0.45um-4mm,,0.45,,,,,,,,,
THER-Filter-PTFE-0.45um-13mm,Filter-PTFE-0.45um-13mm,Thermo Fisher Scientific,PTFE Syringe Filter 0.45µm 13mm,PTFE Syringe Filter 0.45µm 13mm; Membrane: PTFE; Pore Size: 0.45µm; Diameter: 13mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-0.45um-13mm,,0.45,,,,,,,,,
THER-Filter-PTFE-0.45um-15mm,Filter-PTFE-0.45um-15mm,Thermo Fisher Scientific,PTFE Syringe Filter 0.45µm 15mm,PTFE Syringe Filter 0.45µm 15mm; Membrane: PTFE; Pore Size: 0.45µm; Diameter: 15mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-0.45um-15mm,,0.45,,,,,,,,,
THER-Filter-PTFE-0.45um-25mm,Filter-PTFE-0.45um-25mm,Thermo Fisher Scientific,PTFE Syringe Filter 0.45µm 25mm,PTFE Syringe Filter 0.45µm 25mm; Membrane: PTFE; Pore Size: 0.45µm; Diameter: 25mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-0.45um-25mm,,0.45,,,,,,,,,
THER-Filter-PTFE-0.45um-33mm,Filter-PTFE-0.45um-33mm,Thermo Fisher Scientific,PTFE Syringe Filter 0.45µm 33mm,PTFE Syringe Filter 0.45µm 33mm; Membrane: PTFE; Pore Size: 0.45µm; Diameter: 33mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-0.45um-33mm,,0.45,,,,,,,,,
THER-Filter-PTFE-1.0um-4mm,Filter-PTFE-1.0um-4mm,Thermo Fisher Scientific,PTFE Syringe Filter 1.0µm 4mm,PTFE Syringe Filter 1.0µm 4mm; Membrane: PTFE; Pore Size: 1.0µm; Diameter: 4mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-1.0um-4mm,,1.0,,,,,,,,,
THER-Filter-PTFE-1.0um-13mm,Filter-PTFE-1.0um-13mm,Thermo Fisher Scientific,PTFE Syringe Filter 1.0µm 13mm,PTFE Syringe Filter 1.0µm 13mm; Membrane: PTFE; Pore Size: 1.0µm; Diameter: 13mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-1.0um-13mm,,1.0,,,,,,,,,
THER-Filter-PTFE-1.0um-15mm,Filter-PTFE-1.0um-15mm,Thermo Fisher Scientific,PTFE Syringe Filter 1.0µm 15mm,PTFE Syringe Filter 1.0µm 15mm; Membrane: PTFE; Pore Size: 1.0µm; Diameter: 15mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-1.0um-15mm,,1.0,,,,,,,,,
THER-Filter-PTFE-1.0um-25mm,Filter-PTFE-1.0um-25mm,Thermo Fisher Scientific,PTFE Syringe Filter 1.0µm 25mm,PTFE Syringe Filter 1.0µm 25mm; Membrane: PTFE; Pore Size: 1.0µm; Diameter: 25mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-1.0um-25mm,,1.0,,,,,,,,,
THER-Filter-PTFE-1.0um-33mm,Filter-PTFE-1.0um-33mm,Thermo Fisher Scientific,PTFE Syringe Filter 1.0µm 33mm,PTFE Syringe Filter 1.0µm 33mm; Membrane: PTFE; Pore Size: 1.0µm; Diameter: 33mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-ptfe.jpg,https://www.thermofisher.com/products/filters/filter-ptfe-1.0um-33mm,,1.0,,,,,,,,,
THER-Filter-Nylon-0.1um-4mm,Filter-Nylon-0.1um-4mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.1µm 4mm,Nylon Syringe Filter 0.1µm 4mm; Membrane: Nylon; Pore Size: 0.1µm; Diameter: 4mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.1um-4mm,,0.1,,,,,,,,,
THER-Filter-Nylon-0.1um-13mm,Filter-Nylon-0.1um-13mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.1µm 13mm,Nylon Syringe Filter 0.1µm 13mm; Membrane: Nylon; Pore Size: 0.1µm; Diameter: 13mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.1um-13mm,,0.1,,,,,,,,,
THER-Filter-Nylon-0.1um-15mm,Filter-Nylon-0.1um-15mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.1µm 15mm,Nylon Syringe Filter 0.1µm 15mm; Membrane: Nylon; Pore Size: 0.1µm; Diameter: 15mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.1um-15mm,,0.1,,,,,,,,,
THER-Filter-Nylon-0.1um-25mm,Filter-Nylon-0.1um-25mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.1µm 25mm,Nylon Syringe Filter 0.1µm 25mm; Membrane: Nylon; Pore Size: 0.1µm; Diameter: 25mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.1um-25mm,,0.1,,,,,,,,,
THER-Filter-Nylon-0.1um-33mm,Filter-Nylon-0.1um-33mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.1µm 33mm,Nylon Syringe Filter 0.1µm 33mm; Membrane: Nylon; Pore Size: 0.1µm; Diameter: 33mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.1um-33mm,,0.1,,,,,,,,,
THER-Filter-Nylon-0.2um-4mm,Filter-Nylon-0.2um-4mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.2µm 4mm,Nylon Syringe Filter 0.2µm 4mm; Membrane: Nylon; Pore Size: 0.2µm; Diameter: 4mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.2um-4mm,,0.2,,,,,,,,,
THER-Filter-Nylon-0.2um-13mm,Filter-Nylon-0.2um-13mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.2µm 13mm,Nylon Syringe Filter 0.2µm 13mm; Membrane: Nylon; Pore Size: 0.2µm; Diameter: 13mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.2um-13mm,,0.2,,,,,,,,,
THER-Filter-Nylon-0.2um-15mm,Filter-Nylon-0.2um-15mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.2µm 15mm,Nylon Syringe Filter 0.2µm 15mm; Membrane: Nylon; Pore Size: 0.2µm; Diameter: 15mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.2um-15mm,,0.2,,,,,,,,,
THER-Filter-Nylon-0.2um-25mm,Filter-Nylon-0.2um-25mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.2µm 25mm,Nylon Syringe Filter 0.2µm 25mm; Membrane: Nylon; Pore Size: 0.2µm; Diameter: 25mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.2um-25mm,,0.2,,,,,,,,,
THER-Filter-Nylon-0.2um-33mm,Filter-Nylon-0.2um-33mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.2µm 33mm,Nylon Syringe Filter 0.2µm 33mm; Membrane: Nylon; Pore Size: 0.2µm; Diameter: 33mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.2um-33mm,,0.2,,,,,,,,,
THER-Filter-Nylon-0.22um-4mm,Filter-Nylon-0.22um-4mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.22µm 4mm,Nylon Syringe Filter 0.22µm 4mm; Membrane: Nylon; Pore Size: 0.22µm; Diameter: 4mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.22um-4mm,,0.22,,,,,,,,,
THER-Filter-Nylon-0.22um-13mm,Filter-Nylon-0.22um-13mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.22µm 13mm,Nylon Syringe Filter 0.22µm 13mm; Membrane: Nylon; Pore Size: 0.22µm; Diameter: 13mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.22um-13mm,,0.22,,,,,,,,,
THER-Filter-Nylon-0.22um-15mm,Filter-Nylon-0.22um-15mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.22µm 15mm,Nylon Syringe Filter 0.22µm 15mm; Membrane: Nylon; Pore Size: 0.22µm; Diameter: 15mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.22um-15mm,,0.22,,,,,,,,,
THER-Filter-Nylon-0.22um-25mm,Filter-Nylon-0.22um-25mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.22µm 25mm,Nylon Syringe Filter 0.22µm 25mm; Membrane: Nylon; Pore Size: 0.22µm; Diameter: 25mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.22um-25mm,,0.22,,,,,,,,,
THER-Filter-Nylon-0.22um-33mm,Filter-Nylon-0.22um-33mm,Thermo Fisher Scientific,Nylon Syringe Filter 0.22µm 33mm,Nylon Syringe Filter 0.22µm 33mm; Membrane: Nylon; Pore Size: 0.22µm; Diameter: 33mm; Syringe Filter,active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/filter-nylon.jpg,https://www.thermofisher.com/products/filters/filter-nylon-0.22um-33mm,,0.22,,,,,,,,,
