productId,partNumber,brand,name,description,status,imageUrl,catalogUrl,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,usp,maxPressure,maxTemperature
WATE-ACQUITYUPLCBEH-C18-30x1.0-1.7um,ACQUITYUPLCBEH-C18-30x1.0-1.7um,Waters,ACQUITY UPLC BEH C18 30x1.0mm 1.7µm,ACQUITY UPLC BEH C18 30x1.0mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 30 x 1.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-30x1.0-1.7um,1.7,130,30,1.0,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-50x1.0-1.8um,ACQUITYUPLCBEH-C18-50x1.0-1.8um,Waters,ACQUITY UPLC BEH C18 50x1.0mm 1.8µm,ACQUITY UPLC BEH C18 50x1.0mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 50 x 1.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-50x1.0-1.8um,1.8,130,50,1.0,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-50x2.1-1.8um,ACQUITYUPLCBEH-C18-50x2.1-1.8um,Waters,ACQUITY UPLC BEH C18 50x2.1mm 1.8µm,ACQUITY UPLC BEH C18 50x2.1mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 50 x 2.1 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-50x2.1-1.8um,1.8,130,50,2.1,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-50x3.0-1.8um,ACQUITYUPLCBEH-C18-50x3.0-1.8um,Waters,ACQUITY UPLC BEH C18 50x3.0mm 1.8µm,ACQUITY UPLC BEH C18 50x3.0mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 50 x 3.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-50x3.0-1.8um,1.8,130,50,3.0,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-50x4.6-1.8um,ACQUITYUPLCBEH-C18-50x4.6-1.8um,Waters,ACQUITY UPLC BEH C18 50x4.6mm 1.8µm,ACQUITY UPLC BEH C18 50x4.6mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 50 x 4.6 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-50x4.6-1.8um,1.8,130,50,4.6,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-75x2.1-1.8um,ACQUITYUPLCBEH-C18-75x2.1-1.8um,Waters,ACQUITY UPLC BEH C18 75x2.1mm 1.8µm,ACQUITY UPLC BEH C18 75x2.1mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 75 x 2.1 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-75x2.1-1.8um,1.8,130,75,2.1,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-75x3.0-1.8um,ACQUITYUPLCBEH-C18-75x3.0-1.8um,Waters,ACQUITY UPLC BEH C18 75x3.0mm 1.8µm,ACQUITY UPLC BEH C18 75x3.0mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 75 x 3.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-75x3.0-1.8um,1.8,130,75,3.0,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-75x4.6-1.8um,ACQUITYUPLCBEH-C18-75x4.6-1.8um,Waters,ACQUITY UPLC BEH C18 75x4.6mm 1.8µm,ACQUITY UPLC BEH C18 75x4.6mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 75 x 4.6 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-75x4.6-1.8um,1.8,130,75,4.6,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-100x2.1-1.8um,ACQUITYUPLCBEH-C18-100x2.1-1.8um,Waters,ACQUITY UPLC BEH C18 100x2.1mm 1.8µm,ACQUITY UPLC BEH C18 100x2.1mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 100 x 2.1 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-100x2.1-1.8um,1.8,130,100,2.1,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-100x3.0-1.8um,ACQUITYUPLCBEH-C18-100x3.0-1.8um,Waters,ACQUITY UPLC BEH C18 100x3.0mm 1.8µm,ACQUITY UPLC BEH C18 100x3.0mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 100 x 3.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-100x3.0-1.8um,1.8,130,100,3.0,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-100x4.6-1.8um,ACQUITYUPLCBEH-C18-100x4.6-1.8um,Waters,ACQUITY UPLC BEH C18 100x4.6mm 1.8µm,ACQUITY UPLC BEH C18 100x4.6mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 100 x 4.6 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-100x4.6-1.8um,1.8,130,100,4.6,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-150x2.1-1.8um,ACQUITYUPLCBEH-C18-150x2.1-1.8um,Waters,ACQUITY UPLC BEH C18 150x2.1mm 1.8µm,ACQUITY UPLC BEH C18 150x2.1mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 150 x 2.1 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-150x2.1-1.8um,1.8,130,150,2.1,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-150x3.0-1.8um,ACQUITYUPLCBEH-C18-150x3.0-1.8um,Waters,ACQUITY UPLC BEH C18 150x3.0mm 1.8µm,ACQUITY UPLC BEH C18 150x3.0mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 150 x 3.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-150x3.0-1.8um,1.8,130,150,3.0,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-150x4.6-1.8um,ACQUITYUPLCBEH-C18-150x4.6-1.8um,Waters,ACQUITY UPLC BEH C18 150x4.6mm 1.8µm,ACQUITY UPLC BEH C18 150x4.6mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 150 x 4.6 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-150x4.6-1.8um,1.8,130,150,4.6,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-250x3.0-1.8um,ACQUITYUPLCBEH-C18-250x3.0-1.8um,Waters,ACQUITY UPLC BEH C18 250x3.0mm 1.8µm,ACQUITY UPLC BEH C18 250x3.0mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 250 x 3.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-250x3.0-1.8um,1.8,130,250,3.0,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C18-250x4.6-1.8um,ACQUITYUPLCBEH-C18-250x4.6-1.8um,Waters,ACQUITY UPLC BEH C18 250x4.6mm 1.8µm,ACQUITY UPLC BEH C18 250x4.6mm 1.8µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 130Å; Dimensions: 250 x 4.6 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c18.jpg,https://www.waters.com/products/acquityuplcbeh-c18-250x4.6-1.8um,1.8,130,250,4.6,C18,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C8-30x1.0-1.7um,ACQUITYUPLCBEH-C8-30x1.0-1.7um,Waters,ACQUITY UPLC BEH C8 30x1.0mm 1.7µm,ACQUITY UPLC BEH C8 30x1.0mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C8; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 30 x 1.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c8.jpg,https://www.waters.com/products/acquityuplcbeh-c8-30x1.0-1.7um,1.7,130,30,1.0,C8,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C8-30x2.1-1.7um,ACQUITYUPLCBEH-C8-30x2.1-1.7um,Waters,ACQUITY UPLC BEH C8 30x2.1mm 1.7µm,ACQUITY UPLC BEH C8 30x2.1mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C8; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 30 x 2.1 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c8.jpg,https://www.waters.com/products/acquityuplcbeh-c8-30x2.1-1.7um,1.7,130,30,2.1,C8,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C8-30x3.0-1.7um,ACQUITYUPLCBEH-C8-30x3.0-1.7um,Waters,ACQUITY UPLC BEH C8 30x3.0mm 1.7µm,ACQUITY UPLC BEH C8 30x3.0mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C8; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 30 x 3.0 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c8.jpg,https://www.waters.com/products/acquityuplcbeh-c8-30x3.0-1.7um,1.7,130,30,3.0,C8,1,12,1-12,L1,600 bar,80°C
WATE-ACQUITYUPLCBEH-C8-30x4.6-1.7um,ACQUITYUPLCBEH-C8-30x4.6-1.7um,Waters,ACQUITY UPLC BEH C8 30x4.6mm 1.7µm,ACQUITY UPLC BEH C8 30x4.6mm 1.7µm; Series: ACQUITY UPLC BEH; Specifications: Phase Type: C8; Particle Size: 1.7 µm; Pore Size: 130Å; Dimensions: 30 x 4.6 mm; pH Range: 1-12,active,https://www.waters.com/webassets/cms/library/images/products/acquity-uplc-beh-c8.jpg,https://www.waters.com/products/acquityuplcbeh-c8-30x4.6-1.7um,1.7,130,30,4.6,C8,1,12,1-12,L1,600 bar,80°C
