productId,partNumber,brand,name,description,status,imageUrl,catalogUrl,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,usp,maxPressure,maxTemperature
THER-TraceGOLD TG-WAX-15m-0.25mm-0.25um,TraceGOLD TG-WAX-15m-0.25mm-0.25um,Thermo Fisher Scientific,TraceGOLD TG-WAX GC Column 15m x 0.25mm x 0.25µm,"TraceGOLD TG-WAX GC Column 15m x 0.25mm x 0.25µm; Series: TraceGOLD TG-WAX; Specifications: Column Length: 15m, Inner Diameter: 0.25mm, Film Thickness: 0.25µm",active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/gc-tracegold tg-wax.jpg,https://www.thermofisher.com/products/gc/tracegold tg-wax-15m-0.25mm-0.25um,,,15000,0.25,TraceGOLD TG-WAX,,,,,,320°C
THER-TraceGOLD TG-WAX-30m-0.25mm-0.25um,TraceGOLD TG-WAX-30m-0.25mm-0.25um,Thermo Fisher Scientific,TraceGOLD TG-WAX GC Column 30m x 0.25mm x 0.25µm,"TraceGOLD TG-WAX GC Column 30m x 0.25mm x 0.25µm; Series: TraceGOLD TG-WAX; Specifications: Column Length: 30m, Inner Diameter: 0.25mm, Film Thickness: 0.25µm",active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/gc-tracegold tg-wax.jpg,https://www.thermofisher.com/products/gc/tracegold tg-wax-30m-0.25mm-0.25um,,,30000,0.25,TraceGOLD TG-WAX,,,,,,320°C
THER-TraceGOLD TG-WAX-30m-0.32mm-0.25um,TraceGOLD TG-WAX-30m-0.32mm-0.25um,Thermo Fisher Scientific,TraceGOLD TG-WAX GC Column 30m x 0.32mm x 0.25µm,"TraceGOLD TG-WAX GC Column 30m x 0.32mm x 0.25µm; Series: TraceGOLD TG-WAX; Specifications: Column Length: 30m, Inner Diameter: 0.32mm, Film Thickness: 0.25µm",active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/gc-tracegold tg-wax.jpg,https://www.thermofisher.com/products/gc/tracegold tg-wax-30m-0.32mm-0.25um,,,30000,0.32,TraceGOLD TG-WAX,,,,,,320°C
THER-TraceGOLD TG-WAX-60m-0.25mm-0.25um,TraceGOLD TG-WAX-60m-0.25mm-0.25um,Thermo Fisher Scientific,TraceGOLD TG-WAX GC Column 60m x 0.25mm x 0.25µm,"TraceGOLD TG-WAX GC Column 60m x 0.25mm x 0.25µm; Series: TraceGOLD TG-WAX; Specifications: Column Length: 60m, Inner Diameter: 0.25mm, Film Thickness: 0.25µm",active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/gc-tracegold tg-wax.jpg,https://www.thermofisher.com/products/gc/tracegold tg-wax-60m-0.25mm-0.25um,,,60000,0.25,TraceGOLD TG-WAX,,,,,,320°C
THER-TraceGOLD TG-WAX-60m-0.32mm-0.5um,TraceGOLD TG-WAX-60m-0.32mm-0.5um,Thermo Fisher Scientific,TraceGOLD TG-WAX GC Column 60m x 0.32mm x 0.5µm,"TraceGOLD TG-WAX GC Column 60m x 0.32mm x 0.5µm; Series: TraceGOLD TG-WAX; Specifications: Column Length: 60m, Inner Diameter: 0.32mm, Film Thickness: 0.5µm",active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/gc-tracegold tg-wax.jpg,https://www.thermofisher.com/products/gc/tracegold tg-wax-60m-0.32mm-0.5um,,,60000,0.32,TraceGOLD TG-WAX,,,,,,320°C
THER-TG-5MS-15m-0.25mm-0.25um,TG-5MS-15m-0.25mm-0.25um,Thermo Fisher Scientific,TG-5MS GC Column 15m x 0.25mm x 0.25µm,"TG-5MS GC Column 15m x 0.25mm x 0.25µm; Series: TG-5MS; Specifications: Column Length: 15m, Inner Diameter: 0.25mm, Film Thickness: 0.25µm",active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/gc-tg-5ms.jpg,https://www.thermofisher.com/products/gc/tg-5ms-15m-0.25mm-0.25um,,,15000,0.25,TG-5MS,,,,,,320°C
THER-TG-5MS-30m-0.25mm-0.25um,TG-5MS-30m-0.25mm-0.25um,Thermo Fisher Scientific,TG-5MS GC Column 30m x 0.25mm x 0.25µm,"TG-5MS GC Column 30m x 0.25mm x 0.25µm; Series: TG-5MS; Specifications: Column Length: 30m, Inner Diameter: 0.25mm, Film Thickness: 0.25µm",active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/gc-tg-5ms.jpg,https://www.thermofisher.com/products/gc/tg-5ms-30m-0.25mm-0.25um,,,30000,0.25,TG-5MS,,,,,,320°C
THER-TG-5MS-30m-0.32mm-0.25um,TG-5MS-30m-0.32mm-0.25um,Thermo Fisher Scientific,TG-5MS GC Column 30m x 0.32mm x 0.25µm,"TG-5MS GC Column 30m x 0.32mm x 0.25µm; Series: TG-5MS; Specifications: Column Length: 30m, Inner Diameter: 0.32mm, Film Thickness: 0.25µm",active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/gc-tg-5ms.jpg,https://www.thermofisher.com/products/gc/tg-5ms-30m-0.32mm-0.25um,,,30000,0.32,TG-5MS,,,,,,320°C
THER-TG-5MS-60m-0.25mm-0.25um,TG-5MS-60m-0.25mm-0.25um,Thermo Fisher Scientific,TG-5MS GC Column 60m x 0.25mm x 0.25µm,"TG-5MS GC Column 60m x 0.25mm x 0.25µm; Series: TG-5MS; Specifications: Column Length: 60m, Inner Diameter: 0.25mm, Film Thickness: 0.25µm",active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/gc-tg-5ms.jpg,https://www.thermofisher.com/products/gc/tg-5ms-60m-0.25mm-0.25um,,,60000,0.25,TG-5MS,,,,,,320°C
THER-TG-5MS-60m-0.32mm-0.5um,TG-5MS-60m-0.32mm-0.5um,Thermo Fisher Scientific,TG-5MS GC Column 60m x 0.32mm x 0.5µm,"TG-5MS GC Column 60m x 0.32mm x 0.5µm; Series: TG-5MS; Specifications: Column Length: 60m, Inner Diameter: 0.32mm, Film Thickness: 0.5µm",active,https://assets.thermofisher.com/TFS-Assets/CMD/product-images/gc-tg-5ms.jpg,https://www.thermofisher.com/products/gc/tg-5ms-60m-0.32mm-0.5um,,,60000,0.32,TG-5MS,,,,,,320°C
