productId,partNumber,brand,name,description,status,imageUrl,catalogUrl,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,usp,maxPressure,maxTemperature
TCI-Vial-ClearGlass-1.5ml-13mm,Vial-ClearGlass-1.5ml-13mm,TCI,Clear Glass Vial 1.5mL 13mm,Clear Glass Vial 1.5mL 13mm; Type: Clear Glass; Volume: 1.5mL; Neck Size: 13mm; Autosampler Vial,active,https://www.tcichemicals.com/products/images/vial-clear-glass.jpg,https://www.tcichemicals.com/products/vials/vial-clearglass-1.5ml-13mm,,,,,,,,,,,
TCI-Vial-ClearGlass-2.0ml-8mm,Vial-ClearGlass-2.0ml-8mm,TCI,Clear Glass Vial 2.0mL 8mm,Clear Glass Vial 2.0mL 8mm; Type: Clear Glass; Volume: 2.0mL; Neck Size: 8mm; Autosampler Vial,active,https://www.tcichemicals.com/products/images/vial-clear-glass.jpg,https://www.tcichemicals.com/products/vials/vial-clearglass-2.0ml-8mm,,,,,,,,,,,
TCI-Vial-ClearGlass-2.0ml-9mm,Vial-ClearGlass-2.0ml-9mm,TCI,Clear Glass Vial 2.0mL 9mm,Clear Glass Vial 2.0mL 9mm; Type: Clear Glass; Volume: 2.0mL; Neck Size: 9mm; Autosampler Vial,active,https://www.tcichemicals.com/products/images/vial-clear-glass.jpg,https://www.tcichemicals.com/products/vials/vial-clearglass-2.0ml-9mm,,,,,,,,,,,
TCI-Vial-ClearGlass-2.0ml-11mm,Vial-ClearGlass-2.0ml-11mm,TCI,Clear Glass Vial 2.0mL 11mm,Clear Glass Vial 2.0mL 11mm; Type: Clear Glass; Volume: 2.0mL; Neck Size: 11mm; Autosampler Vial,active,https://www.tcichemicals.com/products/images/vial-clear-glass.jpg,https://www.tcichemicals.com/products/vials/vial-clearglass-2.0ml-11mm,,,,,,,,,,,
TCI-Cap-ScrewCap-8mm-PTFE-Silicone,Cap-ScrewCap-8mm-PTFE-Silicone,TCI,Screw Cap 8mm with PTFE/Silicone Septa,Screw Cap 8mm with PTFE/Silicone Septa; Type: Screw Cap; Size: 8mm; Septa: PTFE/Silicone,active,https://www.tcichemicals.com/products/images/cap-screw-cap.jpg,https://www.tcichemicals.com/products/caps/cap-screwcap-8mm-ptfe-silicone,,,,,,,,,,,
TCI-Cap-ScrewCap-8mm-PTFE-RedRubber,Cap-ScrewCap-8mm-PTFE-RedRubber,TCI,Screw Cap 8mm with PTFE/Red Rubber Septa,Screw Cap 8mm with PTFE/Red Rubber Septa; Type: Screw Cap; Size: 8mm; Septa: PTFE/Red Rubber,active,https://www.tcichemicals.com/products/images/cap-screw-cap.jpg,https://www.tcichemicals.com/products/caps/cap-screwcap-8mm-ptfe-redrubber,,,,,,,,,,,
TCI-Cap-ScrewCap-8mm-Pre-slitPTFE,Cap-ScrewCap-8mm-Pre-slitPTFE,TCI,Screw Cap 8mm with Pre-slit PTFE Septa,Screw Cap 8mm with Pre-slit PTFE Septa; Type: Screw Cap; Size: 8mm; Septa: Pre-slit PTFE,active,https://www.tcichemicals.com/products/images/cap-screw-cap.jpg,https://www.tcichemicals.com/products/caps/cap-screwcap-8mm-pre-slitptfe,,,,,,,,,,,
TCI-Cap-ScrewCap-9mm-PTFE-Silicone,Cap-ScrewCap-9mm-PTFE-Silicone,TCI,Screw Cap 9mm with PTFE/Silicone Septa,Screw Cap 9mm with PTFE/Silicone Septa; Type: Screw Cap; Size: 9mm; Septa: PTFE/Silicone,active,https://www.tcichemicals.com/products/images/cap-screw-cap.jpg,https://www.tcichemicals.com/products/caps/cap-screwcap-9mm-ptfe-silicone,,,,,,,,,,,
TCI-Cap-ScrewCap-9mm-PTFE-RedRubber,Cap-ScrewCap-9mm-PTFE-RedRubber,TCI,Screw Cap 9mm with PTFE/Red Rubber Septa,Screw Cap 9mm with PTFE/Red Rubber Septa; Type: Screw Cap; Size: 9mm; Septa: PTFE/Red Rubber,active,https://www.tcichemicals.com/products/images/cap-screw-cap.jpg,https://www.tcichemicals.com/products/caps/cap-screwcap-9mm-ptfe-redrubber,,,,,,,,,,,
TCI-Cap-ScrewCap-9mm-Pre-slitPTFE,Cap-ScrewCap-9mm-Pre-slitPTFE,TCI,Screw Cap 9mm with Pre-slit PTFE Septa,Screw Cap 9mm with Pre-slit PTFE Septa; Type: Screw Cap; Size: 9mm; Septa: Pre-slit PTFE,active,https://www.tcichemicals.com/products/images/cap-screw-cap.jpg,https://www.tcichemicals.com/products/caps/cap-screwcap-9mm-pre-slitptfe,,,,,,,,,,,
TCI-Cap-ScrewCap-11mm-PTFE-Silicone,Cap-ScrewCap-11mm-PTFE-Silicone,TCI,Screw Cap 11mm with PTFE/Silicone Septa,Screw Cap 11mm with PTFE/Silicone Septa; Type: Screw Cap; Size: 11mm; Septa: PTFE/Silicone,active,https://www.tcichemicals.com/products/images/cap-screw-cap.jpg,https://www.tcichemicals.com/products/caps/cap-screwcap-11mm-ptfe-silicone,,,,,,,,,,,
TCI-Cap-ScrewCap-11mm-PTFE-RedRubber,Cap-ScrewCap-11mm-PTFE-RedRubber,TCI,Screw Cap 11mm with PTFE/Red Rubber Septa,Screw Cap 11mm with PTFE/Red Rubber Septa; Type: Screw Cap; Size: 11mm; Septa: PTFE/Red Rubber,active,https://www.tcichemicals.com/products/images/cap-screw-cap.jpg,https://www.tcichemicals.com/products/caps/cap-screwcap-11mm-ptfe-redrubber,,,,,,,,,,,
TCI-Cap-ScrewCap-11mm-Pre-slitPTFE,Cap-ScrewCap-11mm-Pre-slitPTFE,TCI,Screw Cap 11mm with Pre-slit PTFE Septa,Screw Cap 11mm with Pre-slit PTFE Septa; Type: Screw Cap; Size: 11mm; Septa: Pre-slit PTFE,active,https://www.tcichemicals.com/products/images/cap-screw-cap.jpg,https://www.tcichemicals.com/products/caps/cap-screwcap-11mm-pre-slitptfe,,,,,,,,,,,
TCI-Cap-ScrewCap-13mm-PTFE-Silicone,Cap-ScrewCap-13mm-PTFE-Silicone,TCI,Screw Cap 13mm with PTFE/Silicone Septa,Screw Cap 13mm with PTFE/Silicone Septa; Type: Screw Cap; Size: 13mm; Septa: PTFE/Silicone,active,https://www.tcichemicals.com/products/images/cap-screw-cap.jpg,https://www.tcichemicals.com/products/caps/cap-screwcap-13mm-ptfe-silicone,,,,,,,,,,,
TCI-Cap-ScrewCap-13mm-PTFE-RedRubber,Cap-ScrewCap-13mm-PTFE-RedRubber,TCI,Screw Cap 13mm with PTFE/Red Rubber Septa,Screw Cap 13mm with PTFE/Red Rubber Septa; Type: Screw Cap; Size: 13mm; Septa: PTFE/Red Rubber,active,https://www.tcichemicals.com/products/images/cap-screw-cap.jpg,https://www.tcichemicals.com/products/caps/cap-screwcap-13mm-ptfe-redrubber,,,,,,,,,,,
TCI-Cap-ScrewCap-13mm-Pre-slitPTFE,Cap-ScrewCap-13mm-Pre-slitPTFE,TCI,Screw Cap 13mm with Pre-slit PTFE Septa,Screw Cap 13mm with Pre-slit PTFE Septa; Type: Screw Cap; Size: 13mm; Septa: Pre-slit PTFE,active,https://www.tcichemicals.com/products/images/cap-screw-cap.jpg,https://www.tcichemicals.com/products/caps/cap-screwcap-13mm-pre-slitptfe,,,,,,,,,,,
TCI-Cap-SnapCap-8mm-PTFE-Silicone,Cap-SnapCap-8mm-PTFE-Silicone,TCI,Snap Cap 8mm with PTFE/Silicone Septa,Snap Cap 8mm with PTFE/Silicone Septa; Type: Snap Cap; Size: 8mm; Septa: PTFE/Silicone,active,https://www.tcichemicals.com/products/images/cap-snap-cap.jpg,https://www.tcichemicals.com/products/caps/cap-snapcap-8mm-ptfe-silicone,,,,,,,,,,,
TCI-Cap-SnapCap-8mm-PTFE-RedRubber,Cap-SnapCap-8mm-PTFE-RedRubber,TCI,Snap Cap 8mm with PTFE/Red Rubber Septa,Snap Cap 8mm with PTFE/Red Rubber Septa; Type: Snap Cap; Size: 8mm; Septa: PTFE/Red Rubber,active,https://www.tcichemicals.com/products/images/cap-snap-cap.jpg,https://www.tcichemicals.com/products/caps/cap-snapcap-8mm-ptfe-redrubber,,,,,,,,,,,
TCI-Cap-SnapCap-8mm-Pre-slitPTFE,Cap-SnapCap-8mm-Pre-slitPTFE,TCI,Snap Cap 8mm with Pre-slit PTFE Septa,Snap Cap 8mm with Pre-slit PTFE Septa; Type: Snap Cap; Size: 8mm; Septa: Pre-slit PTFE,active,https://www.tcichemicals.com/products/images/cap-snap-cap.jpg,https://www.tcichemicals.com/products/caps/cap-snapcap-8mm-pre-slitptfe,,,,,,,,,,,
