productId,partNumber,brand,name,description,status,imageUrl,catalogUrl,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,usp,maxPressure,maxTemperature
AGIL-ZORBAXEclipsePlus-C18-30x1.0-1.8um,ZORBAXEclipsePlus-C18-30x1.0-1.8um,Agilent,ZORBAX Eclipse Plus C18 30x1.0mm 1.8µm,ZORBAX Eclipse Plus C18 30x1.0mm 1.8µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 95Å; Dimensions: 30 x 1.0 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-30x1.0-1.8um,1.8,95,30,1.0,C18,2,9,2-9,L1,600 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-150x2.1-1.8um,ZORBAXEclipsePlus-C18-150x2.1-1.8um,Agilent,ZORBAX Eclipse Plus C18 150x2.1mm 1.8µm,ZORBAX Eclipse Plus C18 150x2.1mm 1.8µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 95Å; Dimensions: 150 x 2.1 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-150x2.1-1.8um,1.8,95,150,2.1,C18,2,9,2-9,L1,600 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-150x3.0-1.8um,ZORBAXEclipsePlus-C18-150x3.0-1.8um,Agilent,ZORBAX Eclipse Plus C18 150x3.0mm 1.8µm,ZORBAX Eclipse Plus C18 150x3.0mm 1.8µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 95Å; Dimensions: 150 x 3.0 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-150x3.0-1.8um,1.8,95,150,3.0,C18,2,9,2-9,L1,600 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-150x4.6-1.8um,ZORBAXEclipsePlus-C18-150x4.6-1.8um,Agilent,ZORBAX Eclipse Plus C18 150x4.6mm 1.8µm,ZORBAX Eclipse Plus C18 150x4.6mm 1.8µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 95Å; Dimensions: 150 x 4.6 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-150x4.6-1.8um,1.8,95,150,4.6,C18,2,9,2-9,L1,600 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-250x3.0-1.8um,ZORBAXEclipsePlus-C18-250x3.0-1.8um,Agilent,ZORBAX Eclipse Plus C18 250x3.0mm 1.8µm,ZORBAX Eclipse Plus C18 250x3.0mm 1.8µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 95Å; Dimensions: 250 x 3.0 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-250x3.0-1.8um,1.8,95,250,3.0,C18,2,9,2-9,L1,600 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-250x4.6-1.8um,ZORBAXEclipsePlus-C18-250x4.6-1.8um,Agilent,ZORBAX Eclipse Plus C18 250x4.6mm 1.8µm,ZORBAX Eclipse Plus C18 250x4.6mm 1.8µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 1.8 µm; Pore Size: 95Å; Dimensions: 250 x 4.6 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-250x4.6-1.8um,1.8,95,250,4.6,C18,2,9,2-9,L1,600 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-30x1.0-3.5um,ZORBAXEclipsePlus-C18-30x1.0-3.5um,Agilent,ZORBAX Eclipse Plus C18 30x1.0mm 3.5µm,ZORBAX Eclipse Plus C18 30x1.0mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 30 x 1.0 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-30x1.0-3.5um,3.5,95,30,1.0,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-30x2.1-3.5um,ZORBAXEclipsePlus-C18-30x2.1-3.5um,Agilent,ZORBAX Eclipse Plus C18 30x2.1mm 3.5µm,ZORBAX Eclipse Plus C18 30x2.1mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 30 x 2.1 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-30x2.1-3.5um,3.5,95,30,2.1,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-30x3.0-3.5um,ZORBAXEclipsePlus-C18-30x3.0-3.5um,Agilent,ZORBAX Eclipse Plus C18 30x3.0mm 3.5µm,ZORBAX Eclipse Plus C18 30x3.0mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 30 x 3.0 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-30x3.0-3.5um,3.5,95,30,3.0,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-30x4.6-3.5um,ZORBAXEclipsePlus-C18-30x4.6-3.5um,Agilent,ZORBAX Eclipse Plus C18 30x4.6mm 3.5µm,ZORBAX Eclipse Plus C18 30x4.6mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 30 x 4.6 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-30x4.6-3.5um,3.5,95,30,4.6,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-50x1.0-3.5um,ZORBAXEclipsePlus-C18-50x1.0-3.5um,Agilent,ZORBAX Eclipse Plus C18 50x1.0mm 3.5µm,ZORBAX Eclipse Plus C18 50x1.0mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 50 x 1.0 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-50x1.0-3.5um,3.5,95,50,1.0,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-50x2.1-3.5um,ZORBAXEclipsePlus-C18-50x2.1-3.5um,Agilent,ZORBAX Eclipse Plus C18 50x2.1mm 3.5µm,ZORBAX Eclipse Plus C18 50x2.1mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 50 x 2.1 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-50x2.1-3.5um,3.5,95,50,2.1,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-50x3.0-3.5um,ZORBAXEclipsePlus-C18-50x3.0-3.5um,Agilent,ZORBAX Eclipse Plus C18 50x3.0mm 3.5µm,ZORBAX Eclipse Plus C18 50x3.0mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 50 x 3.0 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-50x3.0-3.5um,3.5,95,50,3.0,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-50x4.6-3.5um,ZORBAXEclipsePlus-C18-50x4.6-3.5um,Agilent,ZORBAX Eclipse Plus C18 50x4.6mm 3.5µm,ZORBAX Eclipse Plus C18 50x4.6mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 50 x 4.6 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-50x4.6-3.5um,3.5,95,50,4.6,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-75x2.1-3.5um,ZORBAXEclipsePlus-C18-75x2.1-3.5um,Agilent,ZORBAX Eclipse Plus C18 75x2.1mm 3.5µm,ZORBAX Eclipse Plus C18 75x2.1mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 75 x 2.1 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-75x2.1-3.5um,3.5,95,75,2.1,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-75x3.0-3.5um,ZORBAXEclipsePlus-C18-75x3.0-3.5um,Agilent,ZORBAX Eclipse Plus C18 75x3.0mm 3.5µm,ZORBAX Eclipse Plus C18 75x3.0mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 75 x 3.0 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-75x3.0-3.5um,3.5,95,75,3.0,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-75x4.6-3.5um,ZORBAXEclipsePlus-C18-75x4.6-3.5um,Agilent,ZORBAX Eclipse Plus C18 75x4.6mm 3.5µm,ZORBAX Eclipse Plus C18 75x4.6mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 75 x 4.6 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-75x4.6-3.5um,3.5,95,75,4.6,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-100x2.1-3.5um,ZORBAXEclipsePlus-C18-100x2.1-3.5um,Agilent,ZORBAX Eclipse Plus C18 100x2.1mm 3.5µm,ZORBAX Eclipse Plus C18 100x2.1mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 100 x 2.1 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-100x2.1-3.5um,3.5,95,100,2.1,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-100x3.0-3.5um,ZORBAXEclipsePlus-C18-100x3.0-3.5um,Agilent,ZORBAX Eclipse Plus C18 100x3.0mm 3.5µm,ZORBAX Eclipse Plus C18 100x3.0mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 100 x 3.0 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-100x3.0-3.5um,3.5,95,100,3.0,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-100x4.6-3.5um,ZORBAXEclipsePlus-C18-100x4.6-3.5um,Agilent,ZORBAX Eclipse Plus C18 100x4.6mm 3.5µm,ZORBAX Eclipse Plus C18 100x4.6mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 100 x 4.6 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-100x4.6-3.5um,3.5,95,100,4.6,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-150x2.1-3.5um,ZORBAXEclipsePlus-C18-150x2.1-3.5um,Agilent,ZORBAX Eclipse Plus C18 150x2.1mm 3.5µm,ZORBAX Eclipse Plus C18 150x2.1mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 150 x 2.1 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-150x2.1-3.5um,3.5,95,150,2.1,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-150x3.0-3.5um,ZORBAXEclipsePlus-C18-150x3.0-3.5um,Agilent,ZORBAX Eclipse Plus C18 150x3.0mm 3.5µm,ZORBAX Eclipse Plus C18 150x3.0mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 150 x 3.0 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-150x3.0-3.5um,3.5,95,150,3.0,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-150x4.6-3.5um,ZORBAXEclipsePlus-C18-150x4.6-3.5um,Agilent,ZORBAX Eclipse Plus C18 150x4.6mm 3.5µm,ZORBAX Eclipse Plus C18 150x4.6mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 150 x 4.6 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-150x4.6-3.5um,3.5,95,150,4.6,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-250x3.0-3.5um,ZORBAXEclipsePlus-C18-250x3.0-3.5um,Agilent,ZORBAX Eclipse Plus C18 250x3.0mm 3.5µm,ZORBAX Eclipse Plus C18 250x3.0mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 250 x 3.0 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-250x3.0-3.5um,3.5,95,250,3.0,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-250x4.6-3.5um,ZORBAXEclipsePlus-C18-250x4.6-3.5um,Agilent,ZORBAX Eclipse Plus C18 250x4.6mm 3.5µm,ZORBAX Eclipse Plus C18 250x4.6mm 3.5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 3.5 µm; Pore Size: 95Å; Dimensions: 250 x 4.6 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-250x4.6-3.5um,3.5,95,250,4.6,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-30x1.0-5um,ZORBAXEclipsePlus-C18-30x1.0-5um,Agilent,ZORBAX Eclipse Plus C18 30x1.0mm 5µm,ZORBAX Eclipse Plus C18 30x1.0mm 5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 95Å; Dimensions: 30 x 1.0 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-30x1.0-5um,5,95,30,1.0,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-30x2.1-5um,ZORBAXEclipsePlus-C18-30x2.1-5um,Agilent,ZORBAX Eclipse Plus C18 30x2.1mm 5µm,ZORBAX Eclipse Plus C18 30x2.1mm 5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 95Å; Dimensions: 30 x 2.1 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-30x2.1-5um,5,95,30,2.1,C18,2,9,2-9,L1,400 bar,80°C
AGIL-ZORBAXEclipsePlus-C18-30x3.0-5um,ZORBAXEclipsePlus-C18-30x3.0-5um,Agilent,ZORBAX Eclipse Plus C18 30x3.0mm 5µm,ZORBAX Eclipse Plus C18 30x3.0mm 5µm; Series: ZORBAX Eclipse Plus; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 95Å; Dimensions: 30 x 3.0 mm; pH Range: 2-9,active,https://www.agilent.com/cs/library/productimages/zorbax-eclipse-plus-c18.jpg,https://www.agilent.com/products/zorbaxeclipseplus-c18-30x3.0-5um,5,95,30,3.0,C18,2,9,2-9,L1,400 bar,80°C
