productId,partNumber,brand,name,description,status,imageUrl,catalogUrl,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,usp,maxPressure,maxTemperature
SHIM-Shim-pack-C18-30x1.0-2um,Shim-pack-C18-30x1.0-2um,Shimadzu,Shim-pack C18 30x1.0mm 2µm,Shim-pack C18 30x1.0mm 2µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 2 µm; Pore Size: 100Å; Dimensions: 30 x 1.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-30x1.0-2um,2,100,30,1.0,C18,2,7.5,2-7.5,L1,600 bar,80°C
SHIM-Shim-pack-C18-100x2.1-2um,Shim-pack-C18-100x2.1-2um,Shimadzu,Shim-pack C18 100x2.1mm 2µm,Shim-pack C18 100x2.1mm 2µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 2 µm; Pore Size: 100Å; Dimensions: 100 x 2.1 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-100x2.1-2um,2,100,100,2.1,C18,2,7.5,2-7.5,L1,600 bar,80°C
SHIM-Shim-pack-C18-100x3.0-2um,Shim-pack-C18-100x3.0-2um,Shimadzu,Shim-pack C18 100x3.0mm 2µm,Shim-pack C18 100x3.0mm 2µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 2 µm; Pore Size: 100Å; Dimensions: 100 x 3.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-100x3.0-2um,2,100,100,3.0,C18,2,7.5,2-7.5,L1,600 bar,80°C
SHIM-Shim-pack-C18-100x4.6-2um,Shim-pack-C18-100x4.6-2um,Shimadzu,Shim-pack C18 100x4.6mm 2µm,Shim-pack C18 100x4.6mm 2µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 2 µm; Pore Size: 100Å; Dimensions: 100 x 4.6 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-100x4.6-2um,2,100,100,4.6,C18,2,7.5,2-7.5,L1,600 bar,80°C
SHIM-Shim-pack-C18-150x2.1-2um,Shim-pack-C18-150x2.1-2um,Shimadzu,Shim-pack C18 150x2.1mm 2µm,Shim-pack C18 150x2.1mm 2µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 2 µm; Pore Size: 100Å; Dimensions: 150 x 2.1 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-150x2.1-2um,2,100,150,2.1,C18,2,7.5,2-7.5,L1,600 bar,80°C
SHIM-Shim-pack-C18-150x3.0-2um,Shim-pack-C18-150x3.0-2um,Shimadzu,Shim-pack C18 150x3.0mm 2µm,Shim-pack C18 150x3.0mm 2µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 2 µm; Pore Size: 100Å; Dimensions: 150 x 3.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-150x3.0-2um,2,100,150,3.0,C18,2,7.5,2-7.5,L1,600 bar,80°C
SHIM-Shim-pack-C18-150x4.6-2um,Shim-pack-C18-150x4.6-2um,Shimadzu,Shim-pack C18 150x4.6mm 2µm,Shim-pack C18 150x4.6mm 2µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 2 µm; Pore Size: 100Å; Dimensions: 150 x 4.6 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-150x4.6-2um,2,100,150,4.6,C18,2,7.5,2-7.5,L1,600 bar,80°C
SHIM-Shim-pack-C18-250x3.0-2um,Shim-pack-C18-250x3.0-2um,Shimadzu,Shim-pack C18 250x3.0mm 2µm,Shim-pack C18 250x3.0mm 2µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 2 µm; Pore Size: 100Å; Dimensions: 250 x 3.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-250x3.0-2um,2,100,250,3.0,C18,2,7.5,2-7.5,L1,600 bar,80°C
SHIM-Shim-pack-C18-250x4.6-2um,Shim-pack-C18-250x4.6-2um,Shimadzu,Shim-pack C18 250x4.6mm 2µm,Shim-pack C18 250x4.6mm 2µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 2 µm; Pore Size: 100Å; Dimensions: 250 x 4.6 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-250x4.6-2um,2,100,250,4.6,C18,2,7.5,2-7.5,L1,600 bar,80°C
SHIM-Shim-pack-C18-30x1.0-3um,Shim-pack-C18-30x1.0-3um,Shimadzu,Shim-pack C18 30x1.0mm 3µm,Shim-pack C18 30x1.0mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 30 x 1.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-30x1.0-3um,3,100,30,1.0,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-30x2.1-3um,Shim-pack-C18-30x2.1-3um,Shimadzu,Shim-pack C18 30x2.1mm 3µm,Shim-pack C18 30x2.1mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 30 x 2.1 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-30x2.1-3um,3,100,30,2.1,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-30x3.0-3um,Shim-pack-C18-30x3.0-3um,Shimadzu,Shim-pack C18 30x3.0mm 3µm,Shim-pack C18 30x3.0mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 30 x 3.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-30x3.0-3um,3,100,30,3.0,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-30x4.6-3um,Shim-pack-C18-30x4.6-3um,Shimadzu,Shim-pack C18 30x4.6mm 3µm,Shim-pack C18 30x4.6mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 30 x 4.6 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-30x4.6-3um,3,100,30,4.6,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-50x1.0-3um,Shim-pack-C18-50x1.0-3um,Shimadzu,Shim-pack C18 50x1.0mm 3µm,Shim-pack C18 50x1.0mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 50 x 1.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-50x1.0-3um,3,100,50,1.0,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-50x2.1-3um,Shim-pack-C18-50x2.1-3um,Shimadzu,Shim-pack C18 50x2.1mm 3µm,Shim-pack C18 50x2.1mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 50 x 2.1 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-50x2.1-3um,3,100,50,2.1,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-50x3.0-3um,Shim-pack-C18-50x3.0-3um,Shimadzu,Shim-pack C18 50x3.0mm 3µm,Shim-pack C18 50x3.0mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 50 x 3.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-50x3.0-3um,3,100,50,3.0,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-50x4.6-3um,Shim-pack-C18-50x4.6-3um,Shimadzu,Shim-pack C18 50x4.6mm 3µm,Shim-pack C18 50x4.6mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 50 x 4.6 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-50x4.6-3um,3,100,50,4.6,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-75x2.1-3um,Shim-pack-C18-75x2.1-3um,Shimadzu,Shim-pack C18 75x2.1mm 3µm,Shim-pack C18 75x2.1mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 75 x 2.1 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-75x2.1-3um,3,100,75,2.1,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-75x3.0-3um,Shim-pack-C18-75x3.0-3um,Shimadzu,Shim-pack C18 75x3.0mm 3µm,Shim-pack C18 75x3.0mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 75 x 3.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-75x3.0-3um,3,100,75,3.0,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-75x4.6-3um,Shim-pack-C18-75x4.6-3um,Shimadzu,Shim-pack C18 75x4.6mm 3µm,Shim-pack C18 75x4.6mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 75 x 4.6 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-75x4.6-3um,3,100,75,4.6,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-100x2.1-3um,Shim-pack-C18-100x2.1-3um,Shimadzu,Shim-pack C18 100x2.1mm 3µm,Shim-pack C18 100x2.1mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 100 x 2.1 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-100x2.1-3um,3,100,100,2.1,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-100x3.0-3um,Shim-pack-C18-100x3.0-3um,Shimadzu,Shim-pack C18 100x3.0mm 3µm,Shim-pack C18 100x3.0mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 100 x 3.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-100x3.0-3um,3,100,100,3.0,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-100x4.6-3um,Shim-pack-C18-100x4.6-3um,Shimadzu,Shim-pack C18 100x4.6mm 3µm,Shim-pack C18 100x4.6mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 100 x 4.6 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-100x4.6-3um,3,100,100,4.6,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-150x2.1-3um,Shim-pack-C18-150x2.1-3um,Shimadzu,Shim-pack C18 150x2.1mm 3µm,Shim-pack C18 150x2.1mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 150 x 2.1 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-150x2.1-3um,3,100,150,2.1,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-150x3.0-3um,Shim-pack-C18-150x3.0-3um,Shimadzu,Shim-pack C18 150x3.0mm 3µm,Shim-pack C18 150x3.0mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 150 x 3.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-150x3.0-3um,3,100,150,3.0,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-150x4.6-3um,Shim-pack-C18-150x4.6-3um,Shimadzu,Shim-pack C18 150x4.6mm 3µm,Shim-pack C18 150x4.6mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 150 x 4.6 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-150x4.6-3um,3,100,150,4.6,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-250x3.0-3um,Shim-pack-C18-250x3.0-3um,Shimadzu,Shim-pack C18 250x3.0mm 3µm,Shim-pack C18 250x3.0mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 250 x 3.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-250x3.0-3um,3,100,250,3.0,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-250x4.6-3um,Shim-pack-C18-250x4.6-3um,Shimadzu,Shim-pack C18 250x4.6mm 3µm,Shim-pack C18 250x4.6mm 3µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 3 µm; Pore Size: 100Å; Dimensions: 250 x 4.6 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-250x4.6-3um,3,100,250,4.6,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-30x1.0-5um,Shim-pack-C18-30x1.0-5um,Shimadzu,Shim-pack C18 30x1.0mm 5µm,Shim-pack C18 30x1.0mm 5µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 100Å; Dimensions: 30 x 1.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-30x1.0-5um,5,100,30,1.0,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-30x2.1-5um,Shim-pack-C18-30x2.1-5um,Shimadzu,Shim-pack C18 30x2.1mm 5µm,Shim-pack C18 30x2.1mm 5µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 100Å; Dimensions: 30 x 2.1 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-30x2.1-5um,5,100,30,2.1,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-30x3.0-5um,Shim-pack-C18-30x3.0-5um,Shimadzu,Shim-pack C18 30x3.0mm 5µm,Shim-pack C18 30x3.0mm 5µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 100Å; Dimensions: 30 x 3.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-30x3.0-5um,5,100,30,3.0,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-30x4.6-5um,Shim-pack-C18-30x4.6-5um,Shimadzu,Shim-pack C18 30x4.6mm 5µm,Shim-pack C18 30x4.6mm 5µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 100Å; Dimensions: 30 x 4.6 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-30x4.6-5um,5,100,30,4.6,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-50x1.0-5um,Shim-pack-C18-50x1.0-5um,Shimadzu,Shim-pack C18 50x1.0mm 5µm,Shim-pack C18 50x1.0mm 5µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 100Å; Dimensions: 50 x 1.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-50x1.0-5um,5,100,50,1.0,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-50x2.1-5um,Shim-pack-C18-50x2.1-5um,Shimadzu,Shim-pack C18 50x2.1mm 5µm,Shim-pack C18 50x2.1mm 5µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 100Å; Dimensions: 50 x 2.1 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-50x2.1-5um,5,100,50,2.1,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-50x3.0-5um,Shim-pack-C18-50x3.0-5um,Shimadzu,Shim-pack C18 50x3.0mm 5µm,Shim-pack C18 50x3.0mm 5µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 100Å; Dimensions: 50 x 3.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-50x3.0-5um,5,100,50,3.0,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-50x4.6-5um,Shim-pack-C18-50x4.6-5um,Shimadzu,Shim-pack C18 50x4.6mm 5µm,Shim-pack C18 50x4.6mm 5µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 100Å; Dimensions: 50 x 4.6 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-50x4.6-5um,5,100,50,4.6,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-75x2.1-5um,Shim-pack-C18-75x2.1-5um,Shimadzu,Shim-pack C18 75x2.1mm 5µm,Shim-pack C18 75x2.1mm 5µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 100Å; Dimensions: 75 x 2.1 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-75x2.1-5um,5,100,75,2.1,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-75x3.0-5um,Shim-pack-C18-75x3.0-5um,Shimadzu,Shim-pack C18 75x3.0mm 5µm,Shim-pack C18 75x3.0mm 5µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 100Å; Dimensions: 75 x 3.0 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-75x3.0-5um,5,100,75,3.0,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-75x4.6-5um,Shim-pack-C18-75x4.6-5um,Shimadzu,Shim-pack C18 75x4.6mm 5µm,Shim-pack C18 75x4.6mm 5µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 100Å; Dimensions: 75 x 4.6 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-75x4.6-5um,5,100,75,4.6,C18,2,7.5,2-7.5,L1,400 bar,80°C
SHIM-Shim-pack-C18-100x2.1-5um,Shim-pack-C18-100x2.1-5um,Shimadzu,Shim-pack C18 100x2.1mm 5µm,Shim-pack C18 100x2.1mm 5µm; Series: Shim-pack; Specifications: Phase Type: C18; Particle Size: 5 µm; Pore Size: 100Å; Dimensions: 100 x 2.1 mm; pH Range: 2-7.5,active,https://www.shimadzu.com/products/images/shim-pack-c18.jpg,https://www.shimadzu.com/products/shim-pack-c18-100x2.1-5um,5,100,100,2.1,C18,2,7.5,2-7.5,L1,400 bar,80°C
