productId,partNumber,brand,name,description,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,maxPressure,maxTemperature,usp,imageUrl,catalogUrl,status
PHEN-Filter-PTFE-0.22um-25mm,Filter-PTFE-0.22um-25mm,Phenomenex,PTFE Syringe Filter 0.22µm 25mm,"PTFE Syringe Filter 0.22µm 25mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 022Å; PTFE membrane, 0.22µm pore size, 25mm diameter, hydrophobic",,022,,,,,,,,,,,,active
PHEN-Filter-PTFE-0.22um-33mm,Filter-PTFE-0.22um-33mm,Phenomenex,PTFE Syringe Filter 0.22µm 33mm,"PTFE Syringe Filter 0.22µm 33mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 022Å; PTFE membrane, 0.22µm pore size, 33mm diameter, hydrophobic",,022,,,,,,,,,,,,active
PHEN-Filter-PTFE-0.45um-4mm,Filter-PTFE-0.45um-4mm,Phenomenex,PTFE Syringe Filter 0.45µm 4mm,"PTFE Syringe Filter 0.45µm 4mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 045Å; PTFE membrane, 0.45µm pore size, 4mm diameter, hydrophobic",,045,,,,,,,,,,,,active
PHEN-Filter-PTFE-0.45um-13mm,Filter-PTFE-0.45um-13mm,Phenomenex,PTFE Syringe Filter 0.45µm 13mm,"PTFE Syringe Filter 0.45µm 13mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 045Å; PTFE membrane, 0.45µm pore size, 13mm diameter, hydrophobic",,045,,,,,,,,,,,,active
PHEN-Filter-PTFE-0.45um-25mm,Filter-PTFE-0.45um-25mm,Phenomenex,PTFE Syringe Filter 0.45µm 25mm,"PTFE Syringe Filter 0.45µm 25mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 045Å; PTFE membrane, 0.45µm pore size, 25mm diameter, hydrophobic",,045,,,,,,,,,,,,active
PHEN-Filter-PTFE-0.45um-33mm,Filter-PTFE-0.45um-33mm,Phenomenex,PTFE Syringe Filter 0.45µm 33mm,"PTFE Syringe Filter 0.45µm 33mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 045Å; PTFE membrane, 0.45µm pore size, 33mm diameter, hydrophobic",,045,,,,,,,,,,,,active
PHEN-Filter-PTFE-1.0um-4mm,Filter-PTFE-1.0um-4mm,Phenomenex,PTFE Syringe Filter 1.0µm 4mm,"PTFE Syringe Filter 1.0µm 4mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 10Å; PTFE membrane, 1.0µm pore size, 4mm diameter, hydrophobic",,10,,,,,,,,,,,,active
PHEN-Filter-PTFE-1.0um-13mm,Filter-PTFE-1.0um-13mm,Phenomenex,PTFE Syringe Filter 1.0µm 13mm,"PTFE Syringe Filter 1.0µm 13mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 10Å; PTFE membrane, 1.0µm pore size, 13mm diameter, hydrophobic",,10,,,,,,,,,,,,active
PHEN-Filter-PTFE-1.0um-25mm,Filter-PTFE-1.0um-25mm,Phenomenex,PTFE Syringe Filter 1.0µm 25mm,"PTFE Syringe Filter 1.0µm 25mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 10Å; PTFE membrane, 1.0µm pore size, 25mm diameter, hydrophobic",,10,,,,,,,,,,,,active
PHEN-Filter-PTFE-1.0um-33mm,Filter-PTFE-1.0um-33mm,Phenomenex,PTFE Syringe Filter 1.0µm 33mm,"PTFE Syringe Filter 1.0µm 33mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 10Å; PTFE membrane, 1.0µm pore size, 33mm diameter, hydrophobic",,10,,,,,,,,,,,,active
PHEN-Filter-PTFE-5.0um-4mm,Filter-PTFE-5.0um-4mm,Phenomenex,PTFE Syringe Filter 5.0µm 4mm,"PTFE Syringe Filter 5.0µm 4mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 50Å; PTFE membrane, 5.0µm pore size, 4mm diameter, hydrophobic",,50,,,,,,,,,,,,active
PHEN-Filter-PTFE-5.0um-13mm,Filter-PTFE-5.0um-13mm,Phenomenex,PTFE Syringe Filter 5.0µm 13mm,"PTFE Syringe Filter 5.0µm 13mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 50Å; PTFE membrane, 5.0µm pore size, 13mm diameter, hydrophobic",,50,,,,,,,,,,,,active
PHEN-Filter-PTFE-5.0um-25mm,Filter-PTFE-5.0um-25mm,Phenomenex,PTFE Syringe Filter 5.0µm 25mm,"PTFE Syringe Filter 5.0µm 25mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 50Å; PTFE membrane, 5.0µm pore size, 25mm diameter, hydrophobic",,50,,,,,,,,,,,,active
PHEN-Filter-PTFE-5.0um-33mm,Filter-PTFE-5.0um-33mm,Phenomenex,PTFE Syringe Filter 5.0µm 33mm,"PTFE Syringe Filter 5.0µm 33mm; Series: PTFE Syringe Filters; Specifications: Pore Size: 50Å; PTFE membrane, 5.0µm pore size, 33mm diameter, hydrophobic",,50,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.1um-4mm,Filter-Nylon-0.1um-4mm,Phenomenex,Nylon Syringe Filter 0.1µm 4mm,"Nylon Syringe Filter 0.1µm 4mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 01Å; Nylon membrane, 0.1µm pore size, 4mm diameter, hydrophilic",,01,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.1um-13mm,Filter-Nylon-0.1um-13mm,Phenomenex,Nylon Syringe Filter 0.1µm 13mm,"Nylon Syringe Filter 0.1µm 13mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 01Å; Nylon membrane, 0.1µm pore size, 13mm diameter, hydrophilic",,01,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.1um-25mm,Filter-Nylon-0.1um-25mm,Phenomenex,Nylon Syringe Filter 0.1µm 25mm,"Nylon Syringe Filter 0.1µm 25mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 01Å; Nylon membrane, 0.1µm pore size, 25mm diameter, hydrophilic",,01,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.1um-33mm,Filter-Nylon-0.1um-33mm,Phenomenex,Nylon Syringe Filter 0.1µm 33mm,"Nylon Syringe Filter 0.1µm 33mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 01Å; Nylon membrane, 0.1µm pore size, 33mm diameter, hydrophilic",,01,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.2um-4mm,Filter-Nylon-0.2um-4mm,Phenomenex,Nylon Syringe Filter 0.2µm 4mm,"Nylon Syringe Filter 0.2µm 4mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 02Å; Nylon membrane, 0.2µm pore size, 4mm diameter, hydrophilic",,02,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.2um-13mm,Filter-Nylon-0.2um-13mm,Phenomenex,Nylon Syringe Filter 0.2µm 13mm,"Nylon Syringe Filter 0.2µm 13mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 02Å; Nylon membrane, 0.2µm pore size, 13mm diameter, hydrophilic",,02,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.2um-25mm,Filter-Nylon-0.2um-25mm,Phenomenex,Nylon Syringe Filter 0.2µm 25mm,"Nylon Syringe Filter 0.2µm 25mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 02Å; Nylon membrane, 0.2µm pore size, 25mm diameter, hydrophilic",,02,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.2um-33mm,Filter-Nylon-0.2um-33mm,Phenomenex,Nylon Syringe Filter 0.2µm 33mm,"Nylon Syringe Filter 0.2µm 33mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 02Å; Nylon membrane, 0.2µm pore size, 33mm diameter, hydrophilic",,02,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.22um-4mm,Filter-Nylon-0.22um-4mm,Phenomenex,Nylon Syringe Filter 0.22µm 4mm,"Nylon Syringe Filter 0.22µm 4mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 022Å; Nylon membrane, 0.22µm pore size, 4mm diameter, hydrophilic",,022,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.22um-13mm,Filter-Nylon-0.22um-13mm,Phenomenex,Nylon Syringe Filter 0.22µm 13mm,"Nylon Syringe Filter 0.22µm 13mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 022Å; Nylon membrane, 0.22µm pore size, 13mm diameter, hydrophilic",,022,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.22um-25mm,Filter-Nylon-0.22um-25mm,Phenomenex,Nylon Syringe Filter 0.22µm 25mm,"Nylon Syringe Filter 0.22µm 25mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 022Å; Nylon membrane, 0.22µm pore size, 25mm diameter, hydrophilic",,022,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.22um-33mm,Filter-Nylon-0.22um-33mm,Phenomenex,Nylon Syringe Filter 0.22µm 33mm,"Nylon Syringe Filter 0.22µm 33mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 022Å; Nylon membrane, 0.22µm pore size, 33mm diameter, hydrophilic",,022,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.45um-4mm,Filter-Nylon-0.45um-4mm,Phenomenex,Nylon Syringe Filter 0.45µm 4mm,"Nylon Syringe Filter 0.45µm 4mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 045Å; Nylon membrane, 0.45µm pore size, 4mm diameter, hydrophilic",,045,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.45um-13mm,Filter-Nylon-0.45um-13mm,Phenomenex,Nylon Syringe Filter 0.45µm 13mm,"Nylon Syringe Filter 0.45µm 13mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 045Å; Nylon membrane, 0.45µm pore size, 13mm diameter, hydrophilic",,045,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.45um-25mm,Filter-Nylon-0.45um-25mm,Phenomenex,Nylon Syringe Filter 0.45µm 25mm,"Nylon Syringe Filter 0.45µm 25mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 045Å; Nylon membrane, 0.45µm pore size, 25mm diameter, hydrophilic",,045,,,,,,,,,,,,active
PHEN-Filter-Nylon-0.45um-33mm,Filter-Nylon-0.45um-33mm,Phenomenex,Nylon Syringe Filter 0.45µm 33mm,"Nylon Syringe Filter 0.45µm 33mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 045Å; Nylon membrane, 0.45µm pore size, 33mm diameter, hydrophilic",,045,,,,,,,,,,,,active
PHEN-Filter-Nylon-1.0um-4mm,Filter-Nylon-1.0um-4mm,Phenomenex,Nylon Syringe Filter 1.0µm 4mm,"Nylon Syringe Filter 1.0µm 4mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 10Å; Nylon membrane, 1.0µm pore size, 4mm diameter, hydrophilic",,10,,,,,,,,,,,,active
PHEN-Filter-Nylon-1.0um-13mm,Filter-Nylon-1.0um-13mm,Phenomenex,Nylon Syringe Filter 1.0µm 13mm,"Nylon Syringe Filter 1.0µm 13mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 10Å; Nylon membrane, 1.0µm pore size, 13mm diameter, hydrophilic",,10,,,,,,,,,,,,active
PHEN-Filter-Nylon-1.0um-25mm,Filter-Nylon-1.0um-25mm,Phenomenex,Nylon Syringe Filter 1.0µm 25mm,"Nylon Syringe Filter 1.0µm 25mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 10Å; Nylon membrane, 1.0µm pore size, 25mm diameter, hydrophilic",,10,,,,,,,,,,,,active
PHEN-Filter-Nylon-1.0um-33mm,Filter-Nylon-1.0um-33mm,Phenomenex,Nylon Syringe Filter 1.0µm 33mm,"Nylon Syringe Filter 1.0µm 33mm; Series: Nylon Syringe Filters; Specifications: Pore Size: 10Å; Nylon membrane, 1.0µm pore size, 33mm diameter, hydrophilic",,10,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.1um-4mm,Filter-PVDF-0.1um-4mm,Phenomenex,PVDF Syringe Filter 0.1µm 4mm,"PVDF Syringe Filter 0.1µm 4mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 01Å; PVDF membrane, 0.1µm pore size, 4mm diameter, low protein binding",,01,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.1um-13mm,Filter-PVDF-0.1um-13mm,Phenomenex,PVDF Syringe Filter 0.1µm 13mm,"PVDF Syringe Filter 0.1µm 13mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 01Å; PVDF membrane, 0.1µm pore size, 13mm diameter, low protein binding",,01,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.1um-25mm,Filter-PVDF-0.1um-25mm,Phenomenex,PVDF Syringe Filter 0.1µm 25mm,"PVDF Syringe Filter 0.1µm 25mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 01Å; PVDF membrane, 0.1µm pore size, 25mm diameter, low protein binding",,01,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.1um-33mm,Filter-PVDF-0.1um-33mm,Phenomenex,PVDF Syringe Filter 0.1µm 33mm,"PVDF Syringe Filter 0.1µm 33mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 01Å; PVDF membrane, 0.1µm pore size, 33mm diameter, low protein binding",,01,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.2um-4mm,Filter-PVDF-0.2um-4mm,Phenomenex,PVDF Syringe Filter 0.2µm 4mm,"PVDF Syringe Filter 0.2µm 4mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 02Å; PVDF membrane, 0.2µm pore size, 4mm diameter, low protein binding",,02,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.2um-13mm,Filter-PVDF-0.2um-13mm,Phenomenex,PVDF Syringe Filter 0.2µm 13mm,"PVDF Syringe Filter 0.2µm 13mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 02Å; PVDF membrane, 0.2µm pore size, 13mm diameter, low protein binding",,02,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.2um-25mm,Filter-PVDF-0.2um-25mm,Phenomenex,PVDF Syringe Filter 0.2µm 25mm,"PVDF Syringe Filter 0.2µm 25mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 02Å; PVDF membrane, 0.2µm pore size, 25mm diameter, low protein binding",,02,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.2um-33mm,Filter-PVDF-0.2um-33mm,Phenomenex,PVDF Syringe Filter 0.2µm 33mm,"PVDF Syringe Filter 0.2µm 33mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 02Å; PVDF membrane, 0.2µm pore size, 33mm diameter, low protein binding",,02,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.22um-4mm,Filter-PVDF-0.22um-4mm,Phenomenex,PVDF Syringe Filter 0.22µm 4mm,"PVDF Syringe Filter 0.22µm 4mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 022Å; PVDF membrane, 0.22µm pore size, 4mm diameter, low protein binding",,022,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.22um-13mm,Filter-PVDF-0.22um-13mm,Phenomenex,PVDF Syringe Filter 0.22µm 13mm,"PVDF Syringe Filter 0.22µm 13mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 022Å; PVDF membrane, 0.22µm pore size, 13mm diameter, low protein binding",,022,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.22um-25mm,Filter-PVDF-0.22um-25mm,Phenomenex,PVDF Syringe Filter 0.22µm 25mm,"PVDF Syringe Filter 0.22µm 25mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 022Å; PVDF membrane, 0.22µm pore size, 25mm diameter, low protein binding",,022,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.22um-33mm,Filter-PVDF-0.22um-33mm,Phenomenex,PVDF Syringe Filter 0.22µm 33mm,"PVDF Syringe Filter 0.22µm 33mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 022Å; PVDF membrane, 0.22µm pore size, 33mm diameter, low protein binding",,022,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.45um-4mm,Filter-PVDF-0.45um-4mm,Phenomenex,PVDF Syringe Filter 0.45µm 4mm,"PVDF Syringe Filter 0.45µm 4mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 045Å; PVDF membrane, 0.45µm pore size, 4mm diameter, low protein binding",,045,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.45um-13mm,Filter-PVDF-0.45um-13mm,Phenomenex,PVDF Syringe Filter 0.45µm 13mm,"PVDF Syringe Filter 0.45µm 13mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 045Å; PVDF membrane, 0.45µm pore size, 13mm diameter, low protein binding",,045,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.45um-25mm,Filter-PVDF-0.45um-25mm,Phenomenex,PVDF Syringe Filter 0.45µm 25mm,"PVDF Syringe Filter 0.45µm 25mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 045Å; PVDF membrane, 0.45µm pore size, 25mm diameter, low protein binding",,045,,,,,,,,,,,,active
PHEN-Filter-PVDF-0.45um-33mm,Filter-PVDF-0.45um-33mm,Phenomenex,PVDF Syringe Filter 0.45µm 33mm,"PVDF Syringe Filter 0.45µm 33mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 045Å; PVDF membrane, 0.45µm pore size, 33mm diameter, low protein binding",,045,,,,,,,,,,,,active
PHEN-Filter-PVDF-1.0um-4mm,Filter-PVDF-1.0um-4mm,Phenomenex,PVDF Syringe Filter 1.0µm 4mm,"PVDF Syringe Filter 1.0µm 4mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 10Å; PVDF membrane, 1.0µm pore size, 4mm diameter, low protein binding",,10,,,,,,,,,,,,active
PHEN-Filter-PVDF-1.0um-13mm,Filter-PVDF-1.0um-13mm,Phenomenex,PVDF Syringe Filter 1.0µm 13mm,"PVDF Syringe Filter 1.0µm 13mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 10Å; PVDF membrane, 1.0µm pore size, 13mm diameter, low protein binding",,10,,,,,,,,,,,,active
PHEN-Filter-PVDF-1.0um-25mm,Filter-PVDF-1.0um-25mm,Phenomenex,PVDF Syringe Filter 1.0µm 25mm,"PVDF Syringe Filter 1.0µm 25mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 10Å; PVDF membrane, 1.0µm pore size, 25mm diameter, low protein binding",,10,,,,,,,,,,,,active
PHEN-Filter-PVDF-1.0um-33mm,Filter-PVDF-1.0um-33mm,Phenomenex,PVDF Syringe Filter 1.0µm 33mm,"PVDF Syringe Filter 1.0µm 33mm; Series: PVDF Syringe Filters; Specifications: Pore Size: 10Å; PVDF membrane, 1.0µm pore size, 33mm diameter, low protein binding",,10,,,,,,,,,,,,active
PHEN-Filter-PES-0.1um-13mm,Filter-PES-0.1um-13mm,Phenomenex,PES Syringe Filter 0.1µm 13mm,"PES Syringe Filter 0.1µm 13mm; Series: PES Syringe Filters; Specifications: Pore Size: 01Å; PES membrane, 0.1µm pore size, 13mm diameter, low protein binding",,01,,,,,,,,,,,,active
PHEN-Filter-PES-0.1um-25mm,Filter-PES-0.1um-25mm,Phenomenex,PES Syringe Filter 0.1µm 25mm,"PES Syringe Filter 0.1µm 25mm; Series: PES Syringe Filters; Specifications: Pore Size: 01Å; PES membrane, 0.1µm pore size, 25mm diameter, low protein binding",,01,,,,,,,,,,,,active
PHEN-Filter-PES-0.1um-33mm,Filter-PES-0.1um-33mm,Phenomenex,PES Syringe Filter 0.1µm 33mm,"PES Syringe Filter 0.1µm 33mm; Series: PES Syringe Filters; Specifications: Pore Size: 01Å; PES membrane, 0.1µm pore size, 33mm diameter, low protein binding",,01,,,,,,,,,,,,active
PHEN-Filter-PES-0.2um-13mm,Filter-PES-0.2um-13mm,Phenomenex,PES Syringe Filter 0.2µm 13mm,"PES Syringe Filter 0.2µm 13mm; Series: PES Syringe Filters; Specifications: Pore Size: 02Å; PES membrane, 0.2µm pore size, 13mm diameter, low protein binding",,02,,,,,,,,,,,,active
PHEN-Filter-PES-0.2um-25mm,Filter-PES-0.2um-25mm,Phenomenex,PES Syringe Filter 0.2µm 25mm,"PES Syringe Filter 0.2µm 25mm; Series: PES Syringe Filters; Specifications: Pore Size: 02Å; PES membrane, 0.2µm pore size, 25mm diameter, low protein binding",,02,,,,,,,,,,,,active
PHEN-Filter-PES-0.2um-33mm,Filter-PES-0.2um-33mm,Phenomenex,PES Syringe Filter 0.2µm 33mm,"PES Syringe Filter 0.2µm 33mm; Series: PES Syringe Filters; Specifications: Pore Size: 02Å; PES membrane, 0.2µm pore size, 33mm diameter, low protein binding",,02,,,,,,,,,,,,active
PHEN-Filter-PES-0.22um-13mm,Filter-PES-0.22um-13mm,Phenomenex,PES Syringe Filter 0.22µm 13mm,"PES Syringe Filter 0.22µm 13mm; Series: PES Syringe Filters; Specifications: Pore Size: 022Å; PES membrane, 0.22µm pore size, 13mm diameter, low protein binding",,022,,,,,,,,,,,,active
PHEN-Filter-PES-0.22um-25mm,Filter-PES-0.22um-25mm,Phenomenex,PES Syringe Filter 0.22µm 25mm,"PES Syringe Filter 0.22µm 25mm; Series: PES Syringe Filters; Specifications: Pore Size: 022Å; PES membrane, 0.22µm pore size, 25mm diameter, low protein binding",,022,,,,,,,,,,,,active
PHEN-Filter-PES-0.22um-33mm,Filter-PES-0.22um-33mm,Phenomenex,PES Syringe Filter 0.22µm 33mm,"PES Syringe Filter 0.22µm 33mm; Series: PES Syringe Filters; Specifications: Pore Size: 022Å; PES membrane, 0.22µm pore size, 33mm diameter, low protein binding",,022,,,,,,,,,,,,active
PHEN-Filter-PES-0.45um-13mm,Filter-PES-0.45um-13mm,Phenomenex,PES Syringe Filter 0.45µm 13mm,"PES Syringe Filter 0.45µm 13mm; Series: PES Syringe Filters; Specifications: Pore Size: 045Å; PES membrane, 0.45µm pore size, 13mm diameter, low protein binding",,045,,,,,,,,,,,,active
PHEN-Filter-PES-0.45um-25mm,Filter-PES-0.45um-25mm,Phenomenex,PES Syringe Filter 0.45µm 25mm,"PES Syringe Filter 0.45µm 25mm; Series: PES Syringe Filters; Specifications: Pore Size: 045Å; PES membrane, 0.45µm pore size, 25mm diameter, low protein binding",,045,,,,,,,,,,,,active
PHEN-Filter-PES-0.45um-33mm,Filter-PES-0.45um-33mm,Phenomenex,PES Syringe Filter 0.45µm 33mm,"PES Syringe Filter 0.45µm 33mm; Series: PES Syringe Filters; Specifications: Pore Size: 045Å; PES membrane, 0.45µm pore size, 33mm diameter, low protein binding",,045,,,,,,,,,,,,active
PHEN-Filter-PES-1.0um-13mm,Filter-PES-1.0um-13mm,Phenomenex,PES Syringe Filter 1.0µm 13mm,"PES Syringe Filter 1.0µm 13mm; Series: PES Syringe Filters; Specifications: Pore Size: 10Å; PES membrane, 1.0µm pore size, 13mm diameter, low protein binding",,10,,,,,,,,,,,,active
PHEN-Filter-PES-1.0um-25mm,Filter-PES-1.0um-25mm,Phenomenex,PES Syringe Filter 1.0µm 25mm,"PES Syringe Filter 1.0µm 25mm; Series: PES Syringe Filters; Specifications: Pore Size: 10Å; PES membrane, 1.0µm pore size, 25mm diameter, low protein binding",,10,,,,,,,,,,,,active
PHEN-Filter-PES-1.0um-33mm,Filter-PES-1.0um-33mm,Phenomenex,PES Syringe Filter 1.0µm 33mm,"PES Syringe Filter 1.0µm 33mm; Series: PES Syringe Filters; Specifications: Pore Size: 10Å; PES membrane, 1.0µm pore size, 33mm diameter, low protein binding",,10,,,,,,,,,,,,active
PHEN-Filter-GHP-0.2um-13mm,Filter-GHP-0.2um-13mm,Phenomenex,GHP Syringe Filter 0.2µm 13mm,"GHP Syringe Filter 0.2µm 13mm; Series: GHP Syringe Filters; Specifications: Pore Size: 02Å; GHP membrane, 0.2µm pore size, 13mm diameter, aqueous and organic",,02,,,,,,,,,,,,active
PHEN-Filter-GHP-0.2um-25mm,Filter-GHP-0.2um-25mm,Phenomenex,GHP Syringe Filter 0.2µm 25mm,"GHP Syringe Filter 0.2µm 25mm; Series: GHP Syringe Filters; Specifications: Pore Size: 02Å; GHP membrane, 0.2µm pore size, 25mm diameter, aqueous and organic",,02,,,,,,,,,,,,active
