productId,partNumber,brand,name,description,descriptionQuality,specifications
WATS-186007768,186007768,Waters,"XBridge BEH C18 VanGuard Cartridge, 130Å, 3.5 µm, 3.9 mm X 5 mm, 3/pk",XBridge BEH C18 VanGuard Cartridges are used to extend analytical column lifetime and performance by removing particulate contamination from the mobile phase stream. This cartridge is optimized to protect all 4.6 mm I.D. XBridge BEH C18 analytical columns containing 3.5 µm sorbent particles.,high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""12 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""3.5 µm"", ""Endfitting Type"": ""Waters"", ""Pore Size"": ""130 Å"", ""Format"": ""VanGuard Cartridge"", ""Surface Area"": ""185"", ""System"": ""HPLC"", ""Particle Technology"": ""BEH"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""3.9 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""18 %"", ""UNSPSC"": ""41115709"", ""Brand"": ""XBridge"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}"
WATS-186007771,186007771,Waters,"XBridge BEH C18 VanGuard Cartridge, 130Å, 5 µm, 3.9 mm X 5 mm, 3/pk",XBridge BEH C18 VanGuard Cartridges are used to extend analytical column lifetime and performance by removing particulate contamination from the mobile phase stream. This cartridge is optimized to protect all 4.6 mm I.D. XBridge BEH C18 analytical columns containing 5 µm sorbent particles.,high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""12 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""5 µm"", ""Endfitting Type"": ""Waters"", ""Pore Size"": ""130 Å"", ""Format"": ""VanGuard Cartridge"", ""Surface Area"": ""185"", ""System"": ""HPLC"", ""Particle Technology"": ""BEH"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""3.9 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""18 %"", ""UNSPSC"": ""41115709"", ""Brand"": ""XBridge"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}"
WATS-186005303,186005303,Waters,"ACQUITY UPLC CSH C18 VanGuard Pre-column, 130Å, 1.7 µm, 2.1 mm X 5 mm, 3/pk","ACQUITY CSH C18 columns were designed to provide alternate selectivity compared to other reversed-phase UPLC columns. These ultra-efficient columns overcome peak shape asymmetry and poor loading capacity for basic compounds, column bleed, and rapid mobile-phase re-equilibration. The VanGuard pre-column connects directly to the inlet of the ACQUITY UPLC column which minimizes extra columns volumes and reduces leaking by eliminating additional connections.",high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""11 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""1.7 µm"", ""Endfitting Type"": ""Direct-Connect"", ""Pore Size"": ""130 Å"", ""Format"": ""VanGuard Pre-column"", ""Surface Area"": ""185"", ""System"": ""UPLC, UHPLC"", ""Particle Technology"": ""CSH"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""15 %"", ""UNSPSC"": ""41115709"", ""Brand"": ""ACQUITY UPLC"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}"
WATS-186003976,186003976,Waters,"ACQUITY UPLC HSS T3 VanGuard Pre-column, 100Å, 1.8 µm, 2.1 mm X 5 mm, 3/pk","The universal, silica-based bonded phase used for the ACQUITY HSS T3 sorbents is compatible with 100% aqueous mobile phase and should be your first choice when developing separations for polar and non-polar compounds. The ACQUITY HSS T3 UPLC columns exhibit ultra-low MS bleed and are fully scalable and transferable to HPLC separations. The VanGuard pre-column connects directly to the inlet of the ACQUITY UPLC column which minimizes extra columns volumes and reduces leaking by eliminating additio",high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Silica"", ""pH Range Min"": ""2 pH"", ""pH Range Max"": ""8 pH"", ""Temperature Limits"": ""45 C"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Bonding Technology"": ""T3"", ""Silanol Activity"": ""Medium"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""1.8 µm"", ""Endfitting Type"": ""Direct-Connect"", ""Pore Size"": ""100 Å"", ""Format"": ""VanGuard Pre-column"", ""Surface Area"": ""230"", ""System"": ""UPLC, UHPLC"", ""Particle Technology"": ""HSS"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""11 %"", ""UNSPSC"": ""41115700"", ""Brand"": ""ACQUITY UPLC"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}"
WATS-186009373,186009373,Waters,"Atlantis Premier BEH C18 AX VanGuard FIT Cartridge, 1.7 µm, 2.1 x 5 mm, 3/pk",Atlantis Premier BEH C18 AX cartridges work with the Atlantis Premier BEH C18 AX VanGuard FIT columns. The mixed mode reversed phase/anion-exchange guard cartridges protect the analytical column from matrix and sample contaminants.,high,"{""Chemistry"": ""RP/Anion-exchange"", ""Separation Mode"": ""Mixed mode"", ""Particle Substrate"": ""Hybrid"", ""pH Range Max"": ""10 pH"", ""Temperature Limits"": ""60 C"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Bonding Technology"": ""C18 AX"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""1.7 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""95 Å"", ""Format"": ""VanGuard FIT Cartridge"", ""Surface Area"": ""270"", ""System"": ""UPLC, UHPLC"", ""Particle Technology"": ""BEH"", ""Technique"": ""LC"", ""USP Classification"": ""L78"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""17 %"", ""UNSPSC"": ""41115709"", ""Brand"": ""Atlantis"", ""Product Type"": ""Cartridge Columns"", ""Units per Package"": ""3 pk""}"
WATS-186007772,186007772,Waters,"XBridge BEH C18 XP VanGuard Cartridge, 130Å, 2.5 µm, 2.1 mm X 5 mm, 3/pk",XBridge BEH C18 VanGuard Cartridges are used to extend analytical column lifetime and performance by removing particulate contamination from the mobile phase stream. This cartridge is optimized to protect all 2.1 mm and 3.0 mm I.D. XBridge BEH C18 analytical columns containing 2.5 µm sorbent particles.,high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""12 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""2.5 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""130 Å"", ""Format"": ""XP VanGuard Cartridge"", ""Surface Area"": ""185"", ""System"": ""UPLC, UHPLC"", ""Particle Technology"": ""BEH"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""18 %"", ""UNSPSC"": ""41115709"", ""Brand"": ""XBridge"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}"
WATS-186007769,186007769,Waters,"XBridge BEH C18 VanGuard Cartridge, 130Å, 5 µm, 2.1 mm X 5 mm, 3/pk",XBridge BEH C18 VanGuard Cartridges are used to extend analytical column lifetime and performance by removing particulate contamination from the mobile phase stream. This cartridge is optimized to protect all 2.1 mm and 3.0 mm I.D. XBridge BEH C18 analytical columns containing 5 µm sorbent particles.,high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""12 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""5 µm"", ""Endfitting Type"": ""Waters"", ""Pore Size"": ""130 Å"", ""Format"": ""VanGuard Cartridge"", ""Surface Area"": ""185"", ""System"": ""HPLC"", ""Particle Technology"": ""BEH"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""18 %"", ""UNSPSC"": ""41115709"", ""Brand"": ""XBridge"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}"
WATS-186007770,186007770,Waters,"XBridge BEH C18 VanGuard Cartridge, 130Å, 5 µm, 2.1 X 5 mm, 3/pk",XBridge BEH C18 VanGuard Cartridges are used to extend analytical column lifetime and performance by removing particulate contamination from the mobile phase stream. This cartridge is optimized to protect all 2.1 mm and 3.0 mm I.D. XBridge BEH C18 analytical columns containing 5 µm sorbent particles.,high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""12 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""5 µm"", ""Endfitting Type"": ""Waters"", ""Pore Size"": ""130 Å"", ""Format"": ""VanGuard Cartridge"", ""Surface Area"": ""185"", ""System"": ""HPLC"", ""Particle Technology"": ""BEH"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""18 %"", ""UNSPSC"": ""41115709"", ""Brand"": ""XBridge"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}"
WATS-186007773,186007773,Waters,"XBridge BEH C18 XP VanGuard Cartridge, 130Å, 2.5 µm, 3.9 X 5 mm, 3/pk",XBridge BEH C18 VanGuard Cartridges are used to extend analytical column lifetime and performance by removing particulate contamination from the mobile phase stream. This cartridge is optimized to protect all 4.6 mm I.D. XBridge BEH C18 analytical columns containing 2.5 µm sorbent particles.,high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""12 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""2.5 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""130 Å"", ""Format"": ""XP VanGuard Cartridge"", ""Surface Area"": ""185"", ""System"": ""UPLC, UHPLC"", ""Particle Technology"": ""BEH"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""3.9 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""18 %"", ""UNSPSC"": ""41115709"", ""Brand"": ""XBridge"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}"
WATS-186005304,186005304,Waters,"ACQUITY UPLC CSH C18 VanGuard Pre-column, 130Å, 1.7 µm, 3.0 X 5 mm, 3/pk","ACQUITY CSH C18 columns were designed to provide alternate selectivity compared to other reversed-phase UPLC columns. These ultra-efficient columns overcome peak shape asymmetry and poor loading capacity for basic compounds, column bleed, and rapid mobile-phase re-equilibration. The VanGuard pre-column connects directly to the inlet of the ACQUITY UPLC column which minimizes extra columns volumes and reduces leaking by eliminating additional connections.",high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""11 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""1.7 µm"", ""Endfitting Type"": ""Direct-Connect"", ""Pore Size"": ""130 Å"", ""Format"": ""VanGuard Pre-column"", ""Surface Area"": ""185"", ""System"": ""UPLC, UHPLC"", ""Particle Technology"": ""CSH"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""15 %"", ""UNSPSC"": ""41115709"", ""Brand"": ""ACQUITY UPLC"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}"
