productId,partNumber,brand,name,description,descriptionQuality,specifications,imageUrl,catalogUrl,technicalDocUrl,crawlStatus,failureReason
AGIL-122-1012LTM,122-1012LTM,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.25 mm, 0.25 µm, LTM column module. This format is only compatible with Agilent Low Thermal Mass Series Rapid Heating/Cooling (LTM) Systems.",medium,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""LTM"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/store/images/products/123-100ALTM_c.jpg,https://www.agilent.com/store/en_US/Prod-122-1012LTM/122-1012LTM,,success,
AGIL-122-1013,122-1013,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.25 mm, 1.00 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/store/images/products/GC_Column_Box_PNP_%20680x680.jpg,https://www.agilent.com/store/en_US/Prod-122-1013/122-1013,,success,
AGIL-122-1013E,122-1013E,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.25 mm, 1.00 µm, 5 in cage",low,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/store/images/products/Mega-Bore%20GC%20Column.jpg,https://www.agilent.com/store/en_US/Prod-122-1013E/122-1013E,,success,
AGIL-122-10AE,122-10AE,Agilent,"J&W DB-1 GC Column, 100 m, 0","J&W DB-1 GC Column, 100 m, 0.25 mm, 0.50 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""100 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/store/images/products/GC_Column_Box_PNP_%20680x680.jpg,https://www.agilent.com/store/en_US/Prod-122-10AE/122-10AE,,success,
AGIL-122-10G3,122-10G3,Agilent,"J&W DB-1 GC Column, 150 m, 0","J&W DB-1 GC Column, 150 m, 0.25 mm, 1.00 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""150 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/store/images/products/GC_Column_Box_PNP_%20680x680.jpg,https://www.agilent.com/store/en_US/Prod-122-10G3/122-10G3,,success,
AGIL-122-10H2,122-10H2,Agilent,"J&W DB-1 GC Column, 10 m, 0","J&W DB-1 GC Column, 10 m, 0.25 mm, 0.25 µm, 7 inch cage",low,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/store/images/products/Mega-Bore%20GC%20Column.jpg,https://www.agilent.com/store/en_US/Prod-122-10H2/122-10H2,,success,
AGIL-123-1011,123-1011,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.32 mm, 0.10 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-123-1011/123-1011,,success,
AGIL-123-1012,123-1012,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.32 mm, 0.25 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-123-1012/123-1012,,success,
AGIL-123-1012LTM,123-1012LTM,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.32 mm, 0.25 µm, LTM column module. This format is only compatible with Agilent Low Thermal Mass Series Rapid Heating/Cooling (LTM) Systems.",medium,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""LTM"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-123-1012LTM/123-1012LTM,,success,
AGIL-123-1013,123-1013,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.32 mm, 1.00 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-123-1013/123-1013,,success,
AGIL-123-1014,123-1014,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.32 mm, 3.00 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""3 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-280/300 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-123-1014/123-1014,,success,
AGIL-123-1015,123-1015,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.32 mm, 5.00 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-280/300 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-123-1015/123-1015,,success,
AGIL-123-1015E,123-1015E,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.32 mm, 5.00 µm, 5 inch cage",low,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""5 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-280/300 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-123-1015E/123-1015E,,success,
AGIL-123-1015LTM,123-1015LTM,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.32 mm, 5.00 µm, LTM column module. This format is only compatible with Agilent Low Thermal Mass Series Rapid Heating/Cooling (LTM) Systems.",medium,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""5 µm"", ""Format"": ""LTM"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-280/300 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-123-1015LTM/123-1015LTM,,success,
AGIL-125-1011,125-1011,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.53 mm, 0.15 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.15 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-340/360 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-1011/125-1011,,success,
AGIL-125-1011E,125-1011E,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.53 mm, 0.15 µm, 5 inch cage",low,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.15 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-340/360 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-1011E/125-1011E,,success,
AGIL-125-1012,125-1012,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.53 mm, 1.50 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1.5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-300/320 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-1012/125-1012,,success,
AGIL-125-1012E,125-1012E,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.53 mm, 1.50 µm, 5 inch cage",low,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1.5 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-300/320 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-1012E/125-1012E,,success,
AGIL-125-1012LTM,125-1012LTM,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.53 mm, 1.50 µm, LTM column module. This format is only compatible with Agilent Low Thermal Mass Series Rapid Heating/Cooling (LTM) Systems.",medium,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1.5 µm"", ""Format"": ""LTM"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-300/320 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-1012LTM/125-1012LTM,,success,
AGIL-125-1014,125-1014,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.53 mm, 3.00 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""3 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-260/280 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-1014/125-1014,,success,
AGIL-125-1015,125-1015,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.53 mm, 5.00 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-260/280 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-1015/125-1015,,success,
AGIL-125-1015E,125-1015E,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.53 mm, 5.00 µm, 5 inch cage",low,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""5 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-260/280 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-1015E/125-1015E,,success,
AGIL-125-1017,125-1017,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.53 mm, 0.50 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-300/320 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-1017/125-1017,,success,
AGIL-125-101J,125-101J,Agilent,"J&W DB-1 GC Column, 15 m, 0","J&W DB-1 GC Column, 15 m, 0.53 mm, 1.00 µm, 7 inch cage. This is the most common GC column format compatible with Agilent 5890, 6890, 7820, 7890, 8860, and 8890 series GC systems and all non-Agilent GC systems with a similarly sized oven.",high,"{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-300/320 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",https://www.agilent.com/cs/publishingimages/image-20250211-121406.jpg,https://www.agilent.com/store/en_US/Prod-125-101J/125-101J,,success,
