productId,partNumber,brand,name,description,particleSize,poreSize,columnLength,innerDiameter,phaseType,phMin,phMax,phRange,maxPressure,maxTemperature,usp,imageUrl,catalogUrl,status
PHEN-ZB-Bioethanol-30-0.25,ZB-Bioethanol-30-0.25,Phenomenex,Zebron ZB-Bioethanol GC Column 30m x 0.25mm,Zebron ZB-Bioethanol GC Column 30m x 0.25mm; Series: Zebron ZB-Bioethanol; Phase Type: Polyethylene Glycol; Dimensions: 30 x 0.25 mm; Category: GC Column; Designed for rapid bioethanol testing,,,30,0.25,Polyethylene Glycol,,,,,,,,,active
PHEN-ZB-CLPesticides-1-30-0.25,ZB-CLPesticides-1-30-0.25,Phenomenex,Zebron ZB-CLPesticides-1 GC Column 30m x 0.25mm,Zebron ZB-CLPesticides-1 GC Column 30m x 0.25mm; Series: Zebron ZB-CLPesticides-1; Phase Type: 5% Phenyl Arylene/95% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column; Optimized for chlorinated pesticide analysis,,,30,0.25,5% Phenyl Arylene/95% Dimethylpolysiloxane,,,,,,,,,active
PHEN-ZB-MultiResidue-1-30-0.25,ZB-MultiResidue-1-30-0.25,Phenomenex,Zebron ZB-MultiResidue-1 GC Column 30m x 0.25mm,Zebron ZB-MultiResidue-1 GC Column 30m x 0.25mm; Series: Zebron ZB-MultiResidue-1; Phase Type: 5% Phenyl Arylene/95% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column; Multi-residue pesticide analysis,,,30,0.25,5% Phenyl Arylene/95% Dimethylpolysiloxane,,,,,,,,,active
WATS-WAT200001,WAT200001,Waters,Waters GC Column DB-1 30m x 0.25mm,Waters GC Column DB-1 30m x 0.25mm; Series: DB-1; Phase Type: Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,Dimethylpolysiloxane,,,,,,,,,active
WATS-WAT200002,WAT200002,Waters,Waters GC Column DB-5 30m x 0.25mm,Waters GC Column DB-5 30m x 0.25mm; Series: DB-5; Phase Type: 5% Phenyl/95% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,5% Phenyl/95% Dimethylpolysiloxane,,,,,,,,,active
WATS-WAT200003,WAT200003,Waters,Waters GC Column DB-WAX 30m x 0.25mm,Waters GC Column DB-WAX 30m x 0.25mm; Series: DB-WAX; Phase Type: Polyethylene Glycol; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,Polyethylene Glycol,,,,,,,,,active
AGIL-19091J-413,19091J-413,Agilent,Agilent HP-5ms Ultra Inert GC Column 30m x 0.25mm,Agilent HP-5ms Ultra Inert GC Column 30m x 0.25mm; Series: HP-5ms; Phase Type: 5% Phenyl Methyl Siloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,5% Phenyl Methyl Siloxane,,,,,,,,,active
AGIL-19091S-433,19091S-433,Agilent,Agilent HP-1ms Ultra Inert GC Column 30m x 0.25mm,Agilent HP-1ms Ultra Inert GC Column 30m x 0.25mm; Series: HP-1ms; Phase Type: 100% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,100% Dimethylpolysiloxane,,,,,,,,,active
AGIL-19095N-123,19095N-123,Agilent,Agilent HP-INNOWAX GC Column 30m x 0.25mm,Agilent HP-INNOWAX GC Column 30m x 0.25mm; Series: HP-INNOWAX; Phase Type: Polyethylene Glycol; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,Polyethylene Glycol,,,,,,,,,active
AGIL-122-5532,122-5532,Agilent,Agilent DB-5 GC Column 30m x 0.25mm,Agilent DB-5 GC Column 30m x 0.25mm; Series: DB-5; Phase Type: 5% Phenyl/95% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,5% Phenyl/95% Dimethylpolysiloxane,,,,,,,,,active
AGIL-123-1033,123-1033,Agilent,Agilent DB-1 GC Column 30m x 0.25mm,Agilent DB-1 GC Column 30m x 0.25mm; Series: DB-1; Phase Type: 100% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,100% Dimethylpolysiloxane,,,,,,,,,active
AGIL-123-7033,123-7033,Agilent,Agilent DB-WAX GC Column 30m x 0.25mm,Agilent DB-WAX GC Column 30m x 0.25mm; Series: DB-WAX; Phase Type: Polyethylene Glycol; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,Polyethylene Glycol,,,,,,,,,active
AGIL-122-1334,122-1334,Agilent,Agilent DB-17 GC Column 30m x 0.25mm,Agilent DB-17 GC Column 30m x 0.25mm; Series: DB-17; Phase Type: 50% Phenyl/50% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,50% Phenyl/50% Dimethylpolysiloxane,,,,,,,,,active
AGIL-122-3233,122-3233,Agilent,Agilent DB-35 GC Column 30m x 0.25mm,Agilent DB-35 GC Column 30m x 0.25mm; Series: DB-35; Phase Type: 35% Phenyl/65% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,35% Phenyl/65% Dimethylpolysiloxane,,,,,,,,,active
AGIL-122-1364,122-1364,Agilent,Agilent DB-624 GC Column 30m x 0.25mm,Agilent DB-624 GC Column 30m x 0.25mm; Series: DB-624; Phase Type: 6% Cyanopropylphenyl/94% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,6% Cyanopropylphenyl/94% Dimethylpolysiloxane,,,,,,,,,active
AGIL-123-3233,123-3233,Agilent,Agilent DB-FFAP GC Column 30m x 0.25mm,Agilent DB-FFAP GC Column 30m x 0.25mm; Series: DB-FFAP; Phase Type: Nitroterephthalic acid modified polyethylene glycol; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,Nitroterephthalic acid modified polyethylene glycol,,,,,,,,,active
SHIM-SH-Rxi-1ms-30,SH-Rxi-1ms-30,Shimadzu,Shimadzu Rxi-1ms GC Column 30m x 0.25mm,Shimadzu Rxi-1ms GC Column 30m x 0.25mm; Series: Rxi-1ms; Phase Type: 100% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,100% Dimethylpolysiloxane,,,,,,,,,active
SHIM-SH-Rxi-5ms-30,SH-Rxi-5ms-30,Shimadzu,Shimadzu Rxi-5ms GC Column 30m x 0.25mm,Shimadzu Rxi-5ms GC Column 30m x 0.25mm; Series: Rxi-5ms; Phase Type: 5% Diphenyl/95% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,5% Diphenyl/95% Dimethylpolysiloxane,,,,,,,,,active
SHIM-SH-Rxi-17Sil-30,SH-Rxi-17Sil-30,Shimadzu,Shimadzu Rxi-17Sil MS GC Column 30m x 0.25mm,Shimadzu Rxi-17Sil MS GC Column 30m x 0.25mm; Series: Rxi-17Sil MS; Phase Type: 50% Diphenyl/50% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,50% Diphenyl/50% Dimethylpolysiloxane,,,,,,,,,active
SHIM-SH-Rtx-Wax-30,SH-Rtx-Wax-30,Shimadzu,Shimadzu Rtx-Wax GC Column 30m x 0.25mm,Shimadzu Rtx-Wax GC Column 30m x 0.25mm; Series: Rtx-Wax; Phase Type: Polyethylene Glycol; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,Polyethylene Glycol,,,,,,,,,active
SHIM-SH-Rtx-624-30,SH-Rtx-624-30,Shimadzu,Shimadzu Rtx-624 GC Column 30m x 0.25mm,Shimadzu Rtx-624 GC Column 30m x 0.25mm; Series: Rtx-624; Phase Type: 6% Cyanopropylphenyl/94% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,6% Cyanopropylphenyl/94% Dimethylpolysiloxane,,,,,,,,,active
THER-TG-1MS-30,TG-1MS-30,Thermo Fisher Scientific,Thermo TG-1MS GC Column 30m x 0.25mm,Thermo TG-1MS GC Column 30m x 0.25mm; Series: TG-1MS; Phase Type: 100% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,100% Dimethylpolysiloxane,,,,,,,,,active
THER-TG-5MS-30,TG-5MS-30,Thermo Fisher Scientific,Thermo TG-5MS GC Column 30m x 0.25mm,Thermo TG-5MS GC Column 30m x 0.25mm; Series: TG-5MS; Phase Type: 5% Phenyl/95% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,5% Phenyl/95% Dimethylpolysiloxane,,,,,,,,,active
THER-TG-WAX-30,TG-WAX-30,Thermo Fisher Scientific,Thermo TG-WAX MS GC Column 30m x 0.25mm,Thermo TG-WAX MS GC Column 30m x 0.25mm; Series: TG-WAX MS; Phase Type: Polyethylene Glycol; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,Polyethylene Glycol,,,,,,,,,active
THER-TraceGOLD-TG-5MS-30,TraceGOLD-TG-5MS-30,Thermo Fisher Scientific,Thermo TraceGOLD TG-5MS GC Column 30m x 0.25mm,Thermo TraceGOLD TG-5MS GC Column 30m x 0.25mm; Series: TraceGOLD TG-5MS; Phase Type: 5% Phenyl/95% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,5% Phenyl/95% Dimethylpolysiloxane,,,,,,,,,active
YMC-YMC-GC-1-30,YMC-GC-1-30,YMC,YMC GC Column Type 1 30m x 0.25mm,YMC GC Column Type 1 30m x 0.25mm; Series: YMC GC Type 1; Phase Type: 100% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,100% Dimethylpolysiloxane,,,,,,,,,active
YMC-YMC-GC-5-30,YMC-GC-5-30,YMC,YMC GC Column Type 5 30m x 0.25mm,YMC GC Column Type 5 30m x 0.25mm; Series: YMC GC Type 5; Phase Type: 5% Phenyl/95% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,5% Phenyl/95% Dimethylpolysiloxane,,,,,,,,,active
YMC-YMC-GC-WAX-30,YMC-GC-WAX-30,YMC,YMC GC Column WAX 30m x 0.25mm,YMC GC Column WAX 30m x 0.25mm; Series: YMC GC WAX; Phase Type: Polyethylene Glycol; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,Polyethylene Glycol,,,,,,,,,active
DAIC-DC-1-30,DC-1-30,Daicel,Daicel GC Column DC-1 30m x 0.25mm,Daicel GC Column DC-1 30m x 0.25mm; Series: DC-1; Phase Type: 100% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,100% Dimethylpolysiloxane,,,,,,,,,active
DAIC-DC-5-30,DC-5-30,Daicel,Daicel GC Column DC-5 30m x 0.25mm,Daicel GC Column DC-5 30m x 0.25mm; Series: DC-5; Phase Type: 5% Phenyl/95% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,5% Phenyl/95% Dimethylpolysiloxane,,,,,,,,,active
TOSO-TSK-GC-1-30,TSK-GC-1-30,Tosoh,Tosoh TSKgel GC Column 30m x 0.25mm,Tosoh TSKgel GC Column 30m x 0.25mm; Series: TSKgel; Phase Type: 100% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,100% Dimethylpolysiloxane,,,,,,,,,active
AVAN-AV-GC-1-30,AV-GC-1-30,Avantor,Avantor GC Column 30m x 0.25mm,Avantor GC Column 30m x 0.25mm; Series: Avantor GC; Phase Type: 100% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,100% Dimethylpolysiloxane,,,,,,,,,active
MERC-Supelco-SPB-1-30,Supelco-SPB-1-30,Merck,Merck Supelco SPB-1 GC Column 30m x 0.25mm,Merck Supelco SPB-1 GC Column 30m x 0.25mm; Series: Supelco SPB-1; Phase Type: 100% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,100% Dimethylpolysiloxane,,,,,,,,,active
TCI-TCI-GC-1-30,TCI-GC-1-30,TCI,TCI GC Column 30m x 0.25mm,TCI GC Column 30m x 0.25mm; Series: TCI GC; Phase Type: 100% Dimethylpolysiloxane; Dimensions: 30 x 0.25 mm; Category: GC Column,,,30,0.25,100% Dimethylpolysiloxane,,,,,,,,,active
