productId,partNumber,brand,name,description,descriptionQuality,specifications
DAIC-81524,81524,Daicel,CHIRALPAK® IB,"CHIRALPAK® IB-3 4.6x150mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""150 mm"", ""Product Series"": ""CHIRALPAK® IB""}"
DAIC-81525,81525,Daicel,81525,"CHIRALPAK® IB-3 4.6x250mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""250 mm""}"
DAIC-81594,81594,Daicel,CHIRALPAK® IB,"CHIRALPAK® IB-3 2.1x150mm, 3 micron. Compatible with HPLC and UHPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - UHPLC mode"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""2.1 mm"", ""Column Length"": ""150 mm"", ""Product Series"": ""CHIRALPAK® IB""}"
DAIC-81595,81595,Daicel,CHIRALPAK® IB,"CHIRALPAK® IB-3 2.1x250mm, 3 micron. Compatible with HPLC and UHPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - UHPLC mode"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""2.1 mm"", ""Column Length"": ""250 mm"", ""Product Series"": ""CHIRALPAK® IB""}"
DAIC-88511,88511,Daicel,CHIRALPAK® IB N,"CHIRALPAK® IB N-3 4.0x10mm, 3 micron. Guard Cartridges (3) Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - Guards, Cartridges, Holders, Other, Column Accessories"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.0 mm"", ""Column Length"": ""10 mm"", ""Product Series"": ""CHIRALPAK® IB""}"
DAIC-88522,88522,Daicel,CHIRALPAK® IB N,"CHIRALPAK® IB N-3 4.6x50mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""50 mm"", ""Product Series"": ""CHIRALPAK® IB""}"
DAIC-88523,88523,Daicel,CHIRALPAK® IB N,"CHIRALPAK® IB N-3 4.6x100mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""100 mm"", ""Product Series"": ""CHIRALPAK® IB""}"
DAIC-88524,88524,Daicel,CHIRALPAK® IB N,"CHIRALPAK® IB N-3 4.6x150mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""150 mm"", ""Product Series"": ""CHIRALPAK® IB""}"
DAIC-88525,88525,Daicel,CHIRALPAK® IB N,"CHIRALPAK® IB N-3 4.6x250mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""250 mm"", ""Product Series"": ""CHIRALPAK® IB""}"
DAIC-88594,88594,Daicel,CHIRALPAK® IB N,"CHIRALPAK® IB N-3 2.1x150mm, 3 micron. Compatible with HPLC and UHPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - UHPLC mode"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""2.1 mm"", ""Column Length"": ""150 mm"", ""Product Series"": ""CHIRALPAK® IB""}"
DAIC-88595,88595,Daicel,CHIRALPAK® IB N,"CHIRALPAK® IB N-3 2.1x250mm, 3 micron. Compatible with HPLC and UHPLC (Normal Phase and Reversed-phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - UHPLC mode"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""2.1 mm"", ""Column Length"": ""250 mm"", ""Product Series"": ""CHIRALPAK® IB""}"
DAIC-83511,83511,Daicel,83511,"CHIRALPAK® IC-3 4.0x10mm, 3 micron. Guard Cartridges (3) Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - Guards, Cartridges, Holders, Other, Column Accessories"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.0 mm"", ""Column Length"": ""10 mm""}"
DAIC-83522,83522,Daicel,83522,"CHIRALPAK® IC-3 4.6x50mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""50 mm""}"
DAIC-83523,83523,Daicel,83523,"CHIRALPAK® IC-3 4.6x100mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""100 mm""}"
DAIC-83524,83524,Daicel,83524,"CHIRALPAK® IC-3 4.6x150mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""150 mm""}"
DAIC-83525,83525,Daicel,83525,"CHIRALPAK® IC-3 4.6x250mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""250 mm""}"
DAIC-83594,83594,Daicel,83594,"CHIRALPAK® IC-3 2.1x150mm, 3 micron. Compatible with HPLC and UHPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - UHPLC mode"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""2.1 mm"", ""Column Length"": ""150 mm""}"
DAIC-83595,83595,Daicel,83595,"CHIRALPAK® IC-3 2.1x250mm, 3 micron. Compatible with HPLC and UHPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - UHPLC mode"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""2.1 mm"", ""Column Length"": ""250 mm""}"
DAIC-84511,84511,Daicel,84511,"CHIRALPAK® ID-3 4.0x10mm, 3 micron. Guard Cartridges (3) Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - Guards, Cartridges, Holders, Other, Column Accessories"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.0 mm"", ""Column Length"": ""10 mm""}"
DAIC-84522,84522,Daicel,84522,"CHIRALPAK® ID-3 4.6x50mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""50 mm""}"
DAIC-84523,84523,Daicel,84523,"CHIRALPAK® ID-3 4.6x100mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""100 mm""}"
DAIC-84524,84524,Daicel,84524,"CHIRALPAK® ID-3 4.6x150mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""150 mm""}"
DAIC-84525,84525,Daicel,84525,"CHIRALPAK® ID-3 4.6x250mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""250 mm""}"
DAIC-84594,84594,Daicel,84594,"CHIRALPAK® ID-3 2.1x150mm, 3 micron. Compatible with HPLC and UHPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - UHPLC mode"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""2.1 mm"", ""Column Length"": ""150 mm""}"
DAIC-84595,84595,Daicel,84595,"CHIRALPAK® ID-3 2.1x250mm, 3 micron. Compatible with HPLC and UHPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - UHPLC mode"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""2.1 mm"", ""Column Length"": ""250 mm""}"
DAIC-85511,85511,Daicel,85511,"CHIRALPAK® IE-3 4.0x10mm, 3 micron. Guard Cartridges (3) Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - Guards, Cartridges, Holders, Other, Column Accessories"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.0 mm"", ""Column Length"": ""10 mm""}"
DAIC-85522,85522,Daicel,85522,"CHIRALPAK® IE-3 4.6x50mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""50 mm""}"
DAIC-85523,85523,Daicel,85523,"CHIRALPAK® IE-3 4.6x100mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""100 mm""}"
DAIC-85524,85524,Daicel,85524,"CHIRALPAK® IE-3 4.6x150mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""150 mm""}"
DAIC-85525,85525,Daicel,85525,"CHIRALPAK® IE-3 4.6x250mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""250 mm""}"
DAIC-85594,85594,Daicel,85594,"CHIRALPAK® IE-3 2.1x150mm, 3 micron. Compatible with HPLC and UHPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - UHPLC mode"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""2.1 mm"", ""Column Length"": ""150 mm""}"
DAIC-85595,85595,Daicel,85595,"CHIRALPAK® IE-3 2.1x250mm, 3 micron. Compatible with HPLC and UHPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - UHPLC mode"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""2.1 mm"", ""Column Length"": ""250 mm""}"
DAIC-86511,86511,Daicel,86511,"CHIRALPAK® IF-3 4.0x10mm, 3 micron. Guard Cartridges (3) Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - Guards, Cartridges, Holders, Other, Column Accessories"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.0 mm"", ""Column Length"": ""10 mm""}"
DAIC-86522,86522,Daicel,86522,"CHIRALPAK® IF-3 4.6x50mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""50 mm""}"
DAIC-86523,86523,Daicel,86523,"CHIRALPAK® IF-3 4.6x100mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""100 mm""}"
DAIC-86524,86524,Daicel,86524,"CHIRALPAK® IF-3 4.6x150mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""150 mm""}"
DAIC-86525,86525,Daicel,86525,"CHIRALPAK® IF-3 4.6x250mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""250 mm""}"
DAIC-86594,86594,Daicel,86594,"CHIRALPAK® IF-3 2.1x150mm, 3 micron. Compatible with HPLC and UHPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - UHPLC mode"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""2.1 mm"", ""Column Length"": ""150 mm""}"
DAIC-86595,86595,Daicel,86595,"CHIRALPAK® IF-3 2.1x250mm, 3 micron. Compatible with HPLC and UHPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - UHPLC mode"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""2.1 mm"", ""Column Length"": ""250 mm""}"
DAIC-87511,87511,Daicel,87511,"CHIRALPAK® IG-3 4.0x10mm, 3 micron. Guard Cartridges (3) Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",medium,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase, Analytical columns - Guards, Cartridges, Holders, Other, Column Accessories"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.0 mm"", ""Column Length"": ""10 mm""}"
DAIC-87522,87522,Daicel,87522,"CHIRALPAK® IG-3 4.6x50mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""50 mm""}"
DAIC-87523,87523,Daicel,87523,"CHIRALPAK® IG-3 4.6x100mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""100 mm""}"
DAIC-87524,87524,Daicel,87524,"CHIRALPAK® IG-3 4.6x150mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""150 mm""}"
DAIC-87525,87525,Daicel,87525,"CHIRALPAK® IG-3 4.6x250mm, 3 micron. Compatible with HPLC (Normal Phase and Reversed-Phase) and SFC",low,"{""Techniques"": ""Analytical columns - SFC mode, Analytical columns - HPLC mode - Normal Phase, Analytical columns - HPLC mode - Reversed-Phase"", ""Selectors"": ""Immobilized Polysaccharide phases"", ""Particle Size"": ""3 μm"", ""Inner Diameter"": ""4.6 mm"", ""Column Length"": ""250 mm""}"
