productId,partNumber,brand,name,description,specifications,descriptionQuality,detailedDescription
AGIL-122-1012LTM,122-1012LTM,Agilent,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:0.25 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-1012LTM Repair Parts Part Number:122-1012LTM J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""LTM"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-122-1013,122-1013,Agilent,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-1013 DB-1 Part Number:122-1013 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-122-1013E,122-1013E,Agilent,"DB-1 GC Column - L:15 m, ID:0.25 mm, FT:1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-1013E DB-1 Part Number:122-1013E J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-122-10AE,122-10AE,Agilent,"DB-1 GC Column - L:100 m, ID:0.25 mm, FT:0.5 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-10AE DB-1 Part Number:122-10AE J&W DB-1 GC Column, 100 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""100 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-122-10G3,122-10G3,Agilent,"DB-1 GC Column - L:150 m, ID:0.25 mm, FT:1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-10G3 DB-1 Part Number:122-10G3 J&W DB-1 GC Column, 150 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""150 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-122-10H2,122-10H2,Agilent,"DB-1 GC Column - L:10 m, ID:0.25 mm, FT:0.25 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 122-10H2 DB-1 Columns Part Number:122-10H2 J&W DB-1 GC Column, 10 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.25 mm"", ""Length"": ""10 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-123-1011,123-1011,Agilent,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:0.1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 123-1011 DB-1 Part Number:123-1011 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-123-1012,123-1012,Agilent,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:0.25 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 123-1012 DB-1 Part Number:123-1012 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-123-1012LTM,123-1012LTM,Agilent,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:0.25 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 123-1012LTM Low Thermal Mass LTM II Columns Part Number:123-1012LTM J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.25 µm"", ""Format"": ""LTM"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-123-1013,123-1013,Agilent,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:1 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 123-1013 DB-1 Part Number:123-1013 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-325/350 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-123-1014,123-1014,Agilent,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:3 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 123-1014 DB-1 Part Number:123-1014 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""3 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-280/300 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-123-1015,123-1015,Agilent,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:5 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 123-1015 DB-1 Columns Part Number:123-1015 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-280/300 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-123-1015E,123-1015E,Agilent,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:5 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 123-1015E DB-1 Columns Part Number:123-1015E J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""5 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-280/300 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-123-1015LTM,123-1015LTM,Agilent,"DB-1 GC Column - L:15 m, ID:0.32 mm, FT:5 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 123-1015LTM LTM II Low Thermal Mass Column Modules Part Number:123-1015LTM J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""5 µm"", ""Format"": ""LTM"", ""Inner Diameter (ID)"": ""0.32 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-280/300 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-125-1011,125-1011,Agilent,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:0.15 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-1011 DB-1 Columns Part Number:125-1011 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.15 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-340/360 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-125-1011E,125-1011E,Agilent,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:0.15 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-1011E DB-1 Part Number:125-1011E J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""0.15 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-340/360 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-125-1012,125-1012,Agilent,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:1.5 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-1012 DB-1 Part Number:125-1012 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1.5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-300/320 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-125-1012E,125-1012E,Agilent,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:1.5 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-1012E DB-1 Part Number:125-1012E J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1.5 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-300/320 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-125-1012LTM,125-1012LTM,Agilent,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:1.5 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-1012LTM Low Thermal Mass LTM II Columns Part Number:125-1012LTM J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""1.5 µm"", ""Format"": ""LTM"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-300/320 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
AGIL-125-1014,125-1014,Agilent,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:3 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-1014 DB-1 Part Number:125-1014 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""3 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-260/280 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-125-1015,125-1015,Agilent,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:5 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-1015 DB-1 Part Number:125-1015 J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""5 µm"", ""Format"": ""7 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-260/280 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G1G2G38G9"", ""With Smart Key"": ""No""}",high,
AGIL-125-1015E,125-1015E,Agilent,"DB-1 GC Column - L:15 m, ID:0.53 mm, FT:5 µm","Skip to main content ABOUT AGILENT CONTACT US SINGAPORE ACCOUNT SEARCH ALL All ▾ PRODUCTS APPLICATIONS & INDUSTRIES TRAINING & EVENTS SERVICES SUPPORT & RESOURCES ORDER CENTER | 0 Home Order Center 125-1015E DB-1 Columns Part Number:125-1015E J&W DB-1 GC Column, 15 m, 0.","{""Capillary Tubing"": ""Fused Silica"", ""Film Thickness"": ""5 µm"", ""Format"": ""5 inch"", ""Inner Diameter (ID)"": ""0.53 mm"", ""Length"": ""15 m"", ""Phase"": ""DB-1"", ""Polarity"": ""Low Polarity"", ""Temperature Range"": ""-60 °C-260/280 °C"", ""UNSPSC Code"": ""41115710"", ""USP Designation"": ""G2"", ""With Smart Key"": ""No""}",high,
